"FTHG","P90_home_H","HC","HF","HFRM_H"
4,3.33333333333333,-0.0964465933984977,1.20560514332206,1.6
2,4.44444444444444,1.56944911075737,-1.43560528596841,2
1,3.22222222222222,0.56991168826385,0.245164987216435,1
0,2.77777777777778,0.56991168826385,2.16604529942768,1.4
6,3.5,2.56898653325089,0.245164987216435,2.4
0,2.9,-1.42916315672319,0.485275026242841,0.6
1,1.2,0.903090829095023,0.965495104295653,-0.4
1,2.2,-0.429625734229671,0.245164987216435,0.4
2,3.3,0.56991168826385,-1.91582536402122,0.8
0,1.8,0.236732547432676,0.485275026242841,0.8
1,1.5,-1.42916315672319,-1.43560528596841,-1
2,2.7,0.236732547432676,2.40615533845409,0.2
5,2.6,-0.429625734229671,1.44571518234846,0.8
2,2.1,-0.762804875060845,0.965495104295653,0.2
2,3.8,1.56944911075737,0.245164987216435,3.2
3,3.4,1.2362699699262,0.0050549481900294,0.8
1,1.9,0.236732547432676,-0.475165129862782,0.4
1,1.8,-0.762804875060845,-0.955385207915594,-0.4
1,3,-0.0964465933984977,0.0050549481900294,0.6
1,2.4,0.236732547432676,0.965495104295653,1
1,2.54545454545455,-0.0964465933984977,0.485275026242841,0.8
1,2.7,-1.42916315672319,0.485275026242841,2
1,1.81818181818182,1.90262825158854,0.725385065269247,-0.2
1,1.81818181818182,-0.429625734229671,-0.955385207915594,0.4
1,2.77777777777778,-0.429625734229671,0.245164987216435,0.4
1,3.5,-0.429625734229671,-0.475165129862782,1.2
2,3.3,2.90216567408206,-1.195495246942,2.2
3,4.27272727272727,0.56991168826385,0.965495104295653,1.8
4,3.27272727272727,-0.762804875060845,0.485275026242841,1
4,2.36363636363636,0.903090829095023,-0.475165129862782,1
1,3.54545454545455,1.2362699699262,0.0050549481900294,2.2
0,2.63636363636364,-1.76234229755437,-1.43560528596841,0.4
0,1.36363636363636,-1.76234229755437,-0.475165129862782,-0.6
0,2,0.903090829095023,-0.475165129862782,0.2
0,1.81818181818182,-0.762804875060845,2.40615533845409,0
4,1.81818181818182,-0.762804875060845,-1.195495246942,-0.2
3,2.81818181818182,-1.42916315672319,-1.67571532499481,0.4
0,2.45454545454545,0.903090829095023,-1.195495246942,1
0,2.63636363636364,0.903090829095023,1.68582522137487,2
2,3.36363636363636,0.56991168826385,0.245164987216435,1.2
4,2.81818181818182,1.56944911075737,-0.475165129862782,1.6
1,1.75,2.90216567408206,-0.955385207915594,0
1,1.91666666666667,-0.429625734229671,0.965495104295653,0.6
1,2.9,3.23534481491324,-0.235055090836377,0.2
0,3.18181818181818,-1.76234229755437,-1.67571532499481,0.8
0,3.54545454545455,0.236732547432676,-0.955385207915594,2
2,4.41666666666667,0.236732547432676,-0.715275168889188,1.2
0,2.5,-0.0964465933984977,-0.715275168889188,1.2
0,3.5,0.56991168826385,-0.715275168889188,1.4
1,2.66666666666667,-2.09552143838554,-0.475165129862782,0.6
1,2.41666666666667,-0.429625734229671,-0.475165129862782,-0.4
2,3.41666666666667,-0.0964465933984977,-0.235055090836377,2.2
2,2.75,0.903090829095023,0.0050549481900294,0.2
3,2.83333333333333,0.236732547432676,-0.235055090836377,2.2
2,2.16666666666667,0.903090829095023,0.965495104295653,0.4
1,2.90909090909091,0.903090829095023,1.20560514332206,0
1,1.75,-0.429625734229671,0.965495104295653,-0.6
1,2.41666666666667,-1.09598401589202,0.245164987216435,0.6
0,3.58333333333333,-1.09598401589202,0.485275026242841,1.4
0,2.5,0.903090829095023,-0.955385207915594,1.4
0,1.23076923076923,-1.09598401589202,0.245164987216435,-1.2
0,1.61538461538462,-1.09598401589202,0.0050549481900294,-0.2
1,1.84615384615385,-1.09598401589202,0.725385065269247,0.2
1,3.33333333333333,-1.09598401589202,-0.715275168889188,1.2
2,3,-1.42916315672319,-1.43560528596841,0.8
3,3.41666666666667,-0.429625734229671,-0.955385207915594,1.4
1,4.53846153846154,-1.42916315672319,-1.195495246942,1.4
1,1.92307692307692,-0.762804875060845,-0.235055090836377,1.2
0,2.46153846153846,-1.42916315672319,0.965495104295653,1
2,2.07692307692308,-0.762804875060845,1.20560514332206,0
1,3.61538461538462,1.56944911075737,0.725385065269247,2.4
1,2.46153846153846,0.236732547432676,-0.475165129862782,-1
1,3.08333333333333,-1.09598401589202,0.725385065269247,2.4
2,2.15384615384615,0.236732547432676,-0.235055090836377,-0.2
0,3,3.56852395574441,-0.475165129862782,0
0,1.76923076923077,0.236732547432676,0.965495104295653,-0.4
2,2.46153846153846,0.56991168826385,-0.955385207915594,1
1,3.30769230769231,0.903090829095023,0.485275026242841,0.8
2,2.84615384615385,-0.762804875060845,-0.715275168889188,0.6
1,2.38461538461538,-0.429625734229671,0.0050549481900294,0.8
1,1.14285714285714,0.236732547432676,-0.955385207915594,-1.6
2,1.57142857142857,-1.09598401589202,0.485275026242841,-0.4
1,2,-1.76234229755437,-0.955385207915594,1
2,3.07692307692308,-1.09598401589202,-0.475165129862782,1.2
2,3,-0.0964465933984977,0.0050549481900294,0.6
0,1.92857142857143,-1.09598401589202,-0.955385207915594,1.2
0,2.64285714285714,-0.429625734229671,1.20560514332206,1
1,2.57142857142857,-0.429625734229671,0.725385065269247,0.4
6,4.5,-1.09598401589202,-0.715275168889188,1.2
3,3.57142857142857,-0.429625734229671,1.44571518234846,1.6
0,1.64285714285714,-0.429625734229671,0.0050549481900294,-0.6
2,2.21428571428571,-0.0964465933984977,1.68582522137487,1
1,2.21428571428571,-0.762804875060845,0.0050549481900294,0
1,3.07142857142857,2.56898653325089,2.8863754165069,-0.4
2,3,-0.762804875060845,-0.955385207915594,0.6
0,1.85714285714286,-0.429625734229671,0.485275026242841,-1.6
0,1.92857142857143,-0.762804875060845,0.0050549481900294,0.8
3,3.07142857142857,0.236732547432676,0.0050549481900294,1.2
1,3.14285714285714,-0.429625734229671,0.965495104295653,0.6
0,2.33333333333333,-1.76234229755437,-0.235055090836377,0.6
2,2.26666666666667,-0.0964465933984977,0.485275026242841,-1
2,1.06666666666667,-1.09598401589202,0.0050549481900294,-2
1,2.8,-1.42916315672319,1.44571518234846,1
2,3,-0.762804875060845,0.485275026242841,1.8
2,4.46666666666667,2.56898653325089,-0.475165129862782,2.4
1,2.53333333333333,-0.429625734229671,0.245164987216435,0.6
1,2.92857142857143,-0.0964465933984977,0.0050549481900294,1.2
3,2.4,-0.429625734229671,0.0050549481900294,0.2
0,2.5,-0.762804875060845,0.245164987216435,0.2
0,2.84615384615385,-1.09598401589202,0.725385065269247,-0.8
1,3.21428571428571,0.903090829095023,-0.475165129862782,1.4
2,3.6,1.90262825158854,-1.91582536402122,1.2
2,1.21428571428571,1.2362699699262,0.965495104295653,-2
2,2.8,-0.762804875060845,1.44571518234846,0.8
2,1.6,0.903090829095023,-0.235055090836377,-0.6
2,3.28571428571429,-0.0964465933984977,-1.195495246942,1.6
1,1.8,0.903090829095023,1.20560514332206,-1.8
0,3.2,0.56991168826385,0.965495104295653,0.4
0,2.33333333333333,0.56991168826385,0.725385065269247,-1
2,2.8,-0.0964465933984977,-0.235055090836377,0.6
0,2.93333333333333,-0.0964465933984977,0.965495104295653,1
2,2.5625,1.2362699699262,-0.475165129862782,-0.6
2,2.93333333333333,-0.429625734229671,-1.91582536402122,0.2
0,2.1875,-1.76234229755437,0.0050549481900294,0.8
2,3.125,1.2362699699262,-0.715275168889188,-0.2
1,2.8125,-0.762804875060845,-0.955385207915594,0.8
3,2.1875,0.56991168826385,0.965495104295653,0.2
0,1.9375,-1.09598401589202,2.16604529942768,0.6
1,3.25,-0.0964465933984977,-0.715275168889188,1.6
2,4.375,1.90262825158854,-1.195495246942,2.4
2,2.4375,-0.429625734229671,0.0050549481900294,0.8
0,1.6875,0.236732547432676,-0.715275168889188,-1.6
2,1.125,-1.09598401589202,0.0050549481900294,-1.4
1,3.33333333333333,0.56991168826385,1.44571518234846,1.2
0,3.75,0.903090829095023,0.0050549481900294,1.6
2,2.8125,-0.429625734229671,0.0050549481900294,0.4
1,3.2,0.236732547432676,-0.475165129862782,0.8
1,3.3125,0.903090829095023,-1.67571532499481,1
1,2.8125,-0.429625734229671,0.0050549481900294,0.6
4,4.5625,0.903090829095023,-0.955385207915594,2.2
2,3.0625,-1.09598401589202,-0.235055090836377,-0.6
3,2.25,-1.09598401589202,-0.715275168889188,-1
1,1.76470588235294,-0.0964465933984977,0.485275026242841,-0.2
2,2.05882352941176,-0.429625734229671,0.965495104295653,-0.2
2,2.23529411764706,-1.42916315672319,1.44571518234846,0.6
1,2.05882352941176,-0.429625734229671,-1.195495246942,0.6
2,2.29411764705882,0.236732547432676,1.44571518234846,0.2
3,2.64705882352941,-0.429625734229671,-0.715275168889188,0.8
0,2.64705882352941,-1.42916315672319,0.245164987216435,0.6
4,3.52941176470588,1.2362699699262,-1.43560528596841,1
0,2.88235294117647,-0.762804875060845,-0.715275168889188,0.6
2,1.3125,-1.09598401589202,0.245164987216435,-0.4
0,3.375,1.2362699699262,-0.235055090836377,0.4
2,3.47058823529412,-1.42916315672319,2.16604529942768,0.8
0,2.64705882352941,1.90262825158854,0.0050549481900294,0.4
1,4.47058823529412,-1.09598401589202,0.245164987216435,2.2
1,2.88235294117647,-0.762804875060845,0.965495104295653,-0.8
0,2.29411764705882,-0.0964465933984977,0.965495104295653,-0.6
3,3.3125,-0.0964465933984977,-0.715275168889188,0.8
0,1.83333333333333,0.236732547432676,0.485275026242841,0.4
1,2.11111111111111,-0.762804875060845,0.245164987216435,0.2
2,2.11111111111111,-0.429625734229671,0.485275026242841,0.4
2,3.27777777777778,0.236732547432676,2.16604529942768,0.2
1,1.72222222222222,1.2362699699262,1.44571518234846,-1.6
0,2.11111111111111,-0.762804875060845,0.0050549481900294,-0.4
1,2.38888888888889,1.90262825158854,0.485275026242841,0.2
0,2.64705882352941,1.56944911075737,0.485275026242841,0.2
0,2.5,-0.429625734229671,0.0050549481900294,0
2,2.72222222222222,-1.42916315672319,0.965495104295653,0.8
0,1.41176470588235,0.236732547432676,-0.475165129862782,0.6
1,2.875,-0.762804875060845,0.485275026242841,0.4
2,3.88235294117647,1.56944911075737,1.92593526040128,1.2
3,2.83333333333333,-0.0964465933984977,-0.235055090836377,0.4
1,1.33333333333333,-0.0964465933984977,2.8863754165069,0.4
2,3.17647058823529,0.56991168826385,1.44571518234846,-0.2
4,2.5,-0.0964465933984977,-0.475165129862782,-0.4
3,3.44444444444444,-1.42916315672319,-0.475165129862782,1.2
0,4.70588235294118,2.23580739241972,0.0050549481900294,2
3,2.94444444444444,0.56991168826385,0.965495104295653,-0.6
3,2.16666666666667,-0.429625734229671,1.20560514332206,-1
2,3.44444444444444,0.903090829095023,-1.195495246942,1.4
2,3.61111111111111,-0.0964465933984977,0.245164987216435,1.2
6,3.26315789473684,0.903090829095023,1.68582522137487,1
2,2.42105263157895,-0.762804875060845,0.0050549481900294,0
0,2.47368421052632,-0.762804875060845,0.245164987216435,0
0,2.73684210526316,1.2362699699262,-1.43560528596841,0.8
0,1.73684210526316,0.903090829095023,0.485275026242841,0.2
1,2.15789473684211,-1.09598401589202,0.245164987216435,-0.2
2,2.15789473684211,-0.429625734229671,-0.235055090836377,0.6
3,3.61111111111111,1.90262825158854,0.245164987216435,1.8
1,1.78947368421053,0.56991168826385,2.16604529942768,-1.4
2,2.05263157894737,-0.429625734229671,0.0050549481900294,-0.8
3,2.66666666666667,-0.429625734229671,-0.715275168889188,0.2
3,2.72222222222222,0.236732547432676,0.965495104295653,0
3,2.42105263157895,-1.09598401589202,0.0050549481900294,0
1,0,-0.784140994895604,0.479132794885579,-0.4
2,0,-0.784140994895604,0.254076599512872,-0.4
2,0,1.15705495338016,0.704188990258286,2.2
0,0,-1.10767365294156,1.82946996712182,-0.4
2,0,-0.460608336849643,0.0290204041401647,1.2
0,0,-1.43120631098752,0.0290204041401647,-0.4
1,0,-1.75473896903348,2.05452616249453,-0.4
0,0,-0.137075678803683,-0.196035791232542,0.6
1,0,1.80412026947208,1.37935757637641,0
3,0,-0.137075678803683,0.929245185630994,0.8
1,3,0.509989637288237,0.479132794885579,0.4
1,3,1.15705495338016,3.40486333473077,1.2
1,3,-0.460608336849643,1.37935757637641,0
3,0,4.0688488757938,1.82946996712182,1.2
2,0,-1.10767365294156,1.1543013810037,0
2,0,0.509989637288237,1.1543013810037,0
4,3,0.833522295334197,0.254076599512872,0.4
2,1,-1.10767365294156,0.254076599512872,0
2,4,-1.10767365294156,2.72969474861265,0.4
0,3,1.48058761142612,-0.196035791232542,0.4
0,3,-0.137075678803683,2.05452616249453,1.2
0,0,-0.137075678803683,0.0290204041401647,-0.2
0,0,-0.460608336849643,1.37935757637641,0
1,1,-0.460608336849643,-0.871204377350664,0.6
1,1,1.15705495338016,1.37935757637641,1
2,6,-0.784140994895604,0.0290204041401647,0.2
1,4,-0.460608336849643,1.60441377174912,0.4
0,2,-1.10767365294156,2.05452616249453,-0.4
0,3.5,0.186456979242277,0.0290204041401647,2.6
1,0,-0.137075678803683,2.95475094398536,-1.8
1,3,0.186456979242277,1.37935757637641,1
4,2.5,-0.137075678803683,-1.32131676809608,0.6
1,0,-1.10767365294156,0.479132794885579,-1.2
1,2,-0.784140994895604,-0.871204377350664,-0.2
1,3,-0.460608336849643,2.05452616249453,-0.4
2,1,-1.10767365294156,0.479132794885579,0
0,5,-1.10767365294156,-0.42109198660525,0.4
2,2.5,0.509989637288237,0.704188990258286,0.4
1,3.5,-0.784140994895604,0.704188990258286,0.4
1,2.5,-0.784140994895604,1.1543013810037,0.4
2,0,0.509989637288237,0.704188990258286,-1.8
4,2.5,0.509989637288237,0.929245185630994,0.8
0,2.5,1.15705495338016,1.60441377174912,0.4
0,2,0.509989637288237,0.0290204041401647,-0.8
1,2,-0.137075678803683,-1.09626057272337,1
2,2.5,-0.137075678803683,-0.646148181977957,0.2
1,2,-0.784140994895604,1.37935757637641,-1.4
1,1.66666666666667,1.15705495338016,0.254076599512872,0.2
1,2.66666666666667,1.48058761142612,-0.871204377350664,0.4
1,3.33333333333333,3.42178355970188,-0.871204377350664,0.8
1,2,-0.460608336849643,1.1543013810037,0.2
0,1.33333333333333,-0.784140994895604,0.479132794885579,-1.4
1,3,-1.43120631098752,-0.196035791232542,0.8
4,2.66666666666667,0.509989637288237,0.254076599512872,1
2,2.66666666666667,0.833522295334197,1.60441377174912,0.4
2,4,0.509989637288237,0.929245185630994,0.2
3,3.66666666666667,0.833522295334197,2.95475094398536,2.2
3,0.666666666666667,1.15705495338016,1.60441377174912,0.2
1,1,-1.43120631098752,0.479132794885579,-0.8
1,2.66666666666667,1.15705495338016,0.929245185630994,0.8
0,3,0.509989637288237,-0.646148181977957,0.2
2,2.5,-0.784140994895604,-0.196035791232542,-1.2
0,1.66666666666667,-1.43120631098752,1.1543013810037,-0.2
5,2.33333333333333,0.509989637288237,0.479132794885579,0.2
1,1.75,-0.137075678803683,0.704188990258286,-1.2
3,2,-0.784140994895604,0.704188990258286,0.6
2,3,-1.43120631098752,-0.871204377350664,0.4
1,2,-0.460608336849643,-1.77142915884149,0
1,1.66666666666667,1.15705495338016,-1.09626057272337,0.8
0,3.66666666666667,0.186456979242277,0.254076599512872,1
0,3,0.186456979242277,-0.646148181977957,-0.2
0,2,2.12765292751804,0.254076599512872,-1
2,3.33333333333333,-0.460608336849643,-0.871204377350664,0
0,1.25,0.509989637288237,-1.09626057272337,0.2
1,4,-0.137075678803683,-0.42109198660525,0.6
0,1.5,-1.75473896903348,0.479132794885579,-0.6
1,3,-1.10767365294156,-0.196035791232542,0.4
2,4,-0.460608336849643,-0.871204377350664,0.6
7,2.25,0.186456979242277,-1.09626057272337,0.4
3,2,3.09825090165592,-0.42109198660525,0.2
3,3.4,-0.460608336849643,0.0290204041401647,1.4
1,1.25,-0.460608336849643,-0.196035791232542,-0.4
3,2.75,0.509989637288237,0.479132794885579,1
1,1,-0.137075678803683,-0.42109198660525,-0.8
1,3.4,0.509989637288237,-0.42109198660525,1.4
2,1,1.15705495338016,0.704188990258286,1.2
1,1.75,-1.10767365294156,2.72969474861265,0
0,3.6,1.15705495338016,1.60441377174912,2.4
0,3.5,0.186456979242277,0.704188990258286,0.6
2,1.6,-0.784140994895604,1.1543013810037,-1.2
1,3.75,-1.10767365294156,-1.54637296346879,1
3,1.2,-0.784140994895604,0.254076599512872,-0.8
2,2.66666666666667,-1.75473896903348,-0.42109198660525,1.2
3,3.6,-0.137075678803683,0.0290204041401647,1
0,2.5,2.12765292751804,-0.196035791232542,-0.2
1,2.8,2.12765292751804,-1.09626057272337,1.2
2,1.6,-0.137075678803683,-1.09626057272337,0
1,4.25,-0.137075678803683,0.704188990258286,1.2
1,2.4,0.186456979242277,-0.196035791232542,-0.2
2,2.8,0.509989637288237,-0.42109198660525,0.2
1,1.2,-0.784140994895604,0.254076599512872,-0.4
2,1.6,0.509989637288237,0.704188990258286,0
0,2.6,0.186456979242277,-0.42109198660525,1.6
2,2.5,0.833522295334197,0.0290204041401647,-1
1,1,0.186456979242277,0.0290204041401647,-1.8
5,1.83333333333333,-0.137075678803683,-0.646148181977957,-1
3,3.4,2.12765292751804,0.479132794885579,-0.4
1,1.16666666666667,1.15705495338016,1.37935757637641,-1
0,2.33333333333333,1.15705495338016,0.0290204041401647,1.8
2,3.16666666666667,-0.784140994895604,-0.871204377350664,0.8
2,2.5,-0.460608336849643,-0.196035791232542,0.6
2,3.33333333333333,0.186456979242277,-0.871204377350664,1.4
3,3.8,-1.75473896903348,-0.871204377350664,0
0,4.2,-0.460608336849643,0.704188990258286,1.2
1,2.83333333333333,-0.137075678803683,0.929245185630994,1.6
