"FTAG","P90_Ovr_A","POSD_A","PD_A","AC","AF","OFRM_A"
0,-2.61436142330715,0.0650508471945219,-0.0398188738693312,0.493196244916952,-0.443730769909923,0
2,-2.61436142330715,0.0650508471945219,-0.0398188738693312,0.857816036878901,0.012609399415573,0
3,-2.61436142330715,0.0650508471945219,-0.0398188738693312,-0.236043339006946,1.60979999205481,0
2,-2.61436142330715,0.0650508471945219,-0.0398188738693312,1.22243582884085,-0.215560685247175,0
0,-2.61436142330715,0.0650508471945219,-0.0398188738693312,-0.236043339006946,1.38162990739206,0
0,-2.61436142330715,0.0650508471945219,-0.0398188738693312,-0.236043339006946,-0.443730769909923,0
0,-2.61436142330715,0.0650508471945219,-0.0398188738693312,-1.32990271489279,-1.35641110856092,0
0,-2.61436142330715,0.0650508471945219,-0.0398188738693312,1.5870556208028,1.60979999205481,0
1,-2.61436142330715,0.0650508471945219,-0.0398188738693312,-0.236043339006946,-0.215560685247175,0
0,-2.61436142330715,0.188032548358295,-0.0398188738693312,-1.32990271489279,-0.215560685247175,0
0,3.16726396392903,-0.672839359788115,0.215200880125262,2.3162952047267,1.38162990739206,0.2
0,3.16726396392903,-1.41072956677075,0.215200880125262,-0.236043339006946,0.468949568741069,0.4
1,3.16726396392903,-1.28774786560698,0.215200880125262,0.493196244916952,-1.58458119322366,0.4
1,3.16726396392903,-0.0579308539692509,-0.0398188738693312,0.128576452955003,0.925289738066565,0.4
0,3.16726396392903,-1.77967467026207,0.215200880125262,0.128576452955003,0.240779484078321,0.8
2,3.16726396392903,-1.41072956677075,0.215200880125262,-0.600663130968894,0.012609399415573,0.2
2,-0.68715296089509,-0.795821060951888,0.0451877107955332,0.493196244916952,-0.671900854572671,0
2,-2.61436142330715,0.679959353013386,-0.124825458534196,0.128576452955003,1.38162990739206,-0.4
1,-0.68715296089509,-0.303894256296797,0.0451877107955332,0.128576452955003,0.012609399415573,0
3,0.27645127031094,-0.180912555133024,-0.0398188738693312,-0.600663130968894,0.240779484078321,0.2
0,1.24005550151697,-0.549857658624342,0.0451877107955332,1.22243582884085,-0.443730769909923,0.2
2,-1.65075719210112,1.29486785883225,-0.20983204319906,-0.965282922930843,-1.12824102389817,-0.2
0,0.27645127031094,-0.918802762115661,0.130194295460398,0.493196244916952,-0.443730769909923,-0.2
2,0.27645127031094,-0.303894256296797,-0.0398188738693312,0.128576452955003,-0.443730769909923,-0.2
2,3.16726396392903,0.43399595068584,-0.124825458534196,1.22243582884085,1.38162990739206,0.4
0,1.24005550151697,-1.41072956677075,0.0451877107955332,-0.965282922930843,-0.900070939235419,0.4
3,0.27645127031094,-0.426875957460569,0.130194295460398,-1.32990271489279,-1.81275127788641,-0.2
2,1.24005550151697,-2.02563807258962,0.300207464790126,0.128576452955003,-1.12824102389817,0.4
1,0.27645127031094,-0.672839359788115,0.130194295460398,1.95167541276475,-0.443730769909923,0
2,-0.68715296089509,1.78679466348734,-0.294838627863924,-0.236043339006946,2.29431024604305,-0.6
0,-0.0447501400910701,0.556977651849613,-0.124825458534196,-1.32990271489279,-0.900070939235419,0.2
1,-1.97195860250313,0.679959353013386,-0.20983204319906,2.3162952047267,0.012609399415573,-0.6
2,-0.0447501400910701,-0.303894256296797,-0.0398188738693312,0.128576452955003,-0.900070939235419,0.2
1,-1.32955578169911,0.43399595068584,-0.124825458534196,3.41015458061254,0.468949568741069,-0.2
2,1.24005550151697,-0.918802762115661,0.130194295460398,0.493196244916952,1.83797007671756,0.6
2,1.24005550151697,-0.0579308539692509,-0.0398188738693312,1.22243582884085,0.925289738066565,0.2
3,-0.0447501400910701,-1.04178446327943,0.130194295460398,0.128576452955003,-0.900070939235419,0.2
1,-0.0447501400910701,0.679959353013386,-0.124825458534196,-0.965282922930843,-0.215560685247175,-0.2
1,-0.68715296089509,0.679959353013386,-0.20983204319906,0.857816036878901,-1.58458119322366,0
1,0.758253385913955,-1.41072956677075,0.215200880125262,1.95167541276475,-0.215560685247175,0.6
0,1.24005550151697,-0.180912555133024,-0.0398188738693312,0.493196244916952,0.012609399415573,0.4
2,-1.32955578169911,0.679959353013386,-0.20983204319906,-0.600663130968894,-0.215560685247175,-0.4
0,-1.1689550764981,1.90977636465111,-0.464851797193653,0.493196244916952,-1.12824102389817,-0.2
2,0.27645127031094,0.311014249522068,-0.124825458534196,-0.236043339006946,0.697119653403817,-0.4
0,-0.68715296089509,1.66381296232357,-0.379845212528789,-0.236043339006946,0.012609399415573,-0.4
2,-0.68715296089509,0.311014249522068,-0.124825458534196,0.857816036878901,-2.04092136254916,0
0,-0.205350845292075,1.29486785883225,-0.379845212528789,0.493196244916952,1.60979999205481,0
2,-0.68715296089509,-0.303894256296797,0.0451877107955332,2.3162952047267,-0.443730769909923,-0.2
0,-1.65075719210112,1.5408312611598,-0.464851797193653,-0.600663130968894,-0.215560685247175,-0.6
1,0.0837304240697338,0.43399595068584,-0.124825458534196,-0.236043339006946,-0.215560685247175,-0.4
0,-0.68715296089509,0.188032548358295,-0.0398188738693312,0.493196244916952,-0.443730769909923,-1
0,1.24005550151697,-0.918802762115661,0.385214049454991,0.128576452955003,-0.900070939235419,0.4
3,1.62549719399938,-0.795821060951888,0.300207464790126,0.128576452955003,-0.671900854572671,2.2
