"FTHG","ELO_H","ELO_A"
0,1003.63636740043,1045.01109969262
2,1038.77554098978,1042.28774764504
0,1157.71587583211,1096.76018314854
2,1107.91484513416,1090.22078945193
3,1096.63454871969,1075.61508488042
2,1074.4521086176,1066.9877163237
0,925.596246589065,1186.28815600743
0,936.151445280415,1140.48533555259
2,1099.93046238933,1050.07626447317
4,1185.38874943958,1057.33613202395
0,1103.78695985626,981.803794701875
1,1073.66940925462,1040.97275463274
1,907.694719586614,1064.51473926239
0,890.290217494259,1117.87695315923
1,1008.26992938691,1048.64063339238
0,923.635113160188,1049.78632112291
0,965.015462571973,1092.85720894566
2,1098.20782182449,1051.47249582513
1,1029.03342149516,1072.45752151534
2,1040.22173505361,1116.10522068373
0,986.273708811678,1116.72187404599
1,1128.85250528109,1076.6065829527
1,968.254636213797,1064.66828443778
0,978.778360735538,1114.44124755892
2,1095.13525473965,1053.39696682628
2,1083.03999204868,1135.14706792937
0,927.685128478121,1095.82305637673
1,929.927251754891,1049.96767021974
3,1072.49867144735,1087.48527297182
1,982.150792387142,1078.66749486093
3,1250.49044407427,1053.21711974264
2,996.457649501875,1059.77053703664
3,1002.10338737276,1080.35357697675
4,1085.18485967148,1051.53002491711
1,1051.98619326087,1047.97814095574
1,1007.44357864184,1040.58330744753
1,1028.2798709093,1086.35496761905
2,1067.00238891873,1081.27085202677
4,1103.56075307604,1049.25690203076
1,1171.54224033685,1026.2340118227
4,1120.40900726824,1032.60773145869
2,1094.82869677179,1056.1538782555
1,1028.69957330192,1142.55844084389
2,1159.02801903961,1068.49740856628
2,1178.54593911278,1039.65420308841
3,1289.00389268891,999.907721981055
1,1041.46087614896,1109.98741950799
3,1147.74677299023,1051.1513948025
0,966.316287663171,1081.04333223332
1,1069.16502707424,1088.00464447584
3,1305.64703729827,1005.74087482182
0,917.80687610046,1096.01422611564
0,1004.61501362676,1089.81095109588
0,1007.76636425938,1046.89553678879
1,1035.52230100071,1066.08653082723
0,1064.33081608743,1032.3534071976
1,950.573623742634,1047.39750444827
6,1370.05886435975,1064.18780039403
3,1051.41016623596,1037.31637882752
3,1167.30506522137,1077.73781060143
2,1110.69711424717,1045.54641489117
3,1235.30157983225,1121.16544076325
2,1074.28012709482,1089.03628950299
2,1008.63522747406,1033.91093140199
1,1040.69371155127,1059.33936657303
1,1045.89115653641,1053.52558027531
3,1140.78259325495,1058.98900996441
2,1006.94583831076,1095.9851787248
0,1001.45322114676,1147.75327026858
0,994.42859783544,1057.27844452969
3,1118.64197845706,1081.0214151962
0,1003.45269619627,1046.21240626962
0,924.89585316851,1125.12332010113
2,1109.34731104035,1040.96136508164
2,1071.04015440766,1085.44402450585
1,1019.06433893547,1083.93433026784
2,1087.9376622916,1055.04845279641
4,1153.35327289957,1095.73269826606
3,1047.71206343015,1041.18659904151
0,902.41695233426,1274.05202292431
2,1083.69420678199,1064.60422322937
2,1018.43912031569,1066.53815399308
2,1025.3998503379,1061.24167092301
2,1034.87312832058,1035.04486915742
1,1043.73004280584,1053.1724969681
0,937.525728895429,1091.5458828931
0,989.384078933754,1061.63517102614
1,1012.68223721983,1090.35771924998
2,1141.81029784138,1063.19740319145
2,1169.90303193521,1036.1988645879
0,969.530464818002,1117.16051622758
1,1038.41567110749,1060.87130357112
1,1030.82347344556,1072.9123692662
0,1044.87027703324,1115.49279809081
0,996.408247266092,1051.54909135168
2,1114.79514481613,1071.62159599338
2,1015.13353952546,1029.50079173633
1,1172.00619292562,1052.90994023675
3,1038.66595262493,1054.52248824491
0,997.287785002197,1052.65467412262
3,1095.36962928106,1040.42637502973
2,925.130584601658,1066.78490390925
2,1106.71546401893,1090.53396297666
3,1078.48740188424,1072.85826636447
2,978.115409085229,1052.77812978952
1,990.43644691176,1075.6820909085
2,1133.31517934495,1021.99303380965
2,1187.10489426931,1010.74066856429
0,1013.79461692281,1025.54188861428
0,958.318246956235,1026.90091937375
0,1002.90136916799,1044.60958091483
0,1057.36410082063,1024.75290358666
3,1199.72152788788,1021.33866343257
1,1018.84985119955,1042.09328861907
1,1145.07882618213,1003.23696989788
0,1040.90250825341,1007.13121044797
4,1448.50502303975,1059.59491410889
0,1016.61800784345,1037.99362087144
4,1502.797508939,1041.78333127592
3,1116.44614968088,1033.12290948627
1,1270.79194552129,1048.2453308503
1,1005.26940881373,1023.28195723279
2,1118.52849903123,1013.36064832901
5,1193.89838929879,1020.04791109479
0,939.38966712261,1023.93419844894
3,1165.66732259261,1025.97371016429
1,1084.11703048026,1017.12504389829
2,1143.30485933214,1015.24512578295
0,1028.23005244938,1115.31888784298
2,1113.25810619027,1034.34813914514
1,986.950974399031,1034.31927801258
1,1012.75809070385,1047.19930899163
2,1159.86074980385,1033.56116798413
3,1127.58871716261,1024.20251824014
2,1099.14729735714,1050.31971293048
2,983.880879687657,1065.46117441234
1,995.137239710366,1060.54037685365
1,1002.29564609671,1039.03977556066
2,1061.90221100628,1039.27690877797
0,967.785414477217,1044.84124573096
0,955.189963950184,1085.81530402926
3,1198.79562094452,1039.4095555385
1,955.085060141273,1113.27963146309
0,828.365239825676,1108.87432217998
0,1076.24429421961,1035.10422516685
1,1062.56096481887,1036.80811716609
1,1102.70557924147,1086.30720468402
2,1372.20438403718,1002.50063532323
2,1026.69003747532,1082.54791828357
1,1194.24270932405,1088.42736882724
0,1065.36262903103,1066.78118226572
1,1029.38334113887,1036.42008461923
0,1143.55596293279,1055.37540203773
0,1035.5483698883,1057.99606718024
2,1026.52457804206,1032.60492413914
2,1107.00582957675,1044.32644134635
2,1075.14193805454,1030.5470184615
1,1044.87951215865,1107.20027398131
3,1174.12108296895,1041.43370279854
0,938.615748812122,1072.68943810679
1,1038.29110930395,1109.29354363709
1,947.795944981684,1058.94617995072
1,860.178453550453,1082.01569472675
3,1102.15436004768,1028.69235477133
5,1259.83311668063,1091.12315853948
2,1048.08249174165,1121.17001202571
1,1029.35813300218,1065.24817409621
0,951.654341550187,1096.32496974812
0,1038.99626777088,1093.4954026953
0,992.22895277545,1063.77180115039
1,1040.22959937199,1063.73907278413
1,993.266659461538,1087.29513117711
3,1129.98753795004,1063.89356416147
0,1013.26244747615,1036.48804533529
0,963.140106422414,1073.31147019677
1,1114.79038962842,1069.23320367871
0,1104.58213407647,1021.70030879541
2,991.301424475209,1058.43200968288
2,1051.7758599223,1071.88351644208
1,1090.67571293191,1030.6427111477
2,1149.67593292098,1070.6924723765
2,1105.5764190496,1044.91811910362
4,1260.26501758987,1049.33646830181
0,976.913975599702,1077.76059537788
1,1055.76961177029,1042.91846459391
3,1134.74751320828,1064.90938150788
2,974.082831041492,1045.11629591853
2,1121.19542537527,1036.66699582194
1,1103.15877060643,1027.43089061096
0,948.382456985603,1029.73856972476
1,1044.59087091731,1055.84672379033
0,944.942777847005,1102.88715400519
0,994.471796865111,1055.00639237515
0,870.018752891964,1116.98848587724
2,1046.21417099602,1051.0833419139
1,924.992193305276,1061.8063461892
3,1149.51032532826,1050.53441468292
1,1046.51935283909,1054.96741257653
3,1052.48454201395,1047.73318818405
1,980.167977174211,1047.02286659148
3,1132.52237163665,1076.35904863726
1,974.384810774598,1095.45366891707
1,1049.53455693538,1050.43376587641
2,1048.36408727022,1078.3097245768
3,1235.68644251367,1094.39244106594
3,1034.5646523462,1051.46358098529
1,982.241611326698,1036.11517776413
0,985.278713120398,1063.33003919341
2,1116.16298321244,1037.93307145191
0,973.697879098794,1034.93271211777
0,931.108816235734,1068.61139223129
0,968.461946327016,1075.97936392009
2,1338.09178820132,1035.36762302616
0,922.979845083394,1027.56290560624
1,1005.7035431887,1113.56573954879
4,1206.70110254519,1044.47071651396
1,1008.89520009612,1107.87014826638
1,983.447207907448,1039.7326572605
3,1163.77919893986,1080.56180419867
5,1393.41696437995,1049.36605305195
3,1162.76053449824,1042.00860439677
3,1176.34066112199,1066.56902476038
0,1003.33488372714,1045.96766095654
3,1134.88759707509,1068.33543739886
2,1013.20099797966,1081.04846212248
3,1185.54202159361,1033.39577256756
1,1046.41420200313,1053.76765777009
2,1082.75094590878,1064.65982302972
3,1084.28222684086,1026.67828096192
2,1010.89854266452,1093.82657834063
1,1016.12815512433,1048.26528633399
1,1102.21471036022,1050.05737782397
1,1123.06865660075,1062.82147170442
2,1097.12304882275,1052.94935845509
0,994.769221910117,1057.60796295658
0,1002.71376673533,1047.16124269548
1,1040.44356309745,1062.09028066864
2,1024.88797548586,1086.65927196955
1,1143.26702185715,1064.81788576384
1,965.426666958267,1071.24991238149
2,1012.27506816675,1072.38203727854
2,1210.84055010835,1037.94491209491
2,1040.63305081373,1045.10652189798
3,1169.93401765736,1035.0203170556
0,1091.56695308019,1013.23137418438
2,1114.67415834541,1037.53020693889
2,1140.7955525169,1064.83460149398
2,1084.804317617,1061.59690799243
3,1052.52116014799,1043.90627422564
1,1032.10534966096,1065.80747415241
1,1045.89659129244,1053.43626147165
0,1011.19250997765,1040.59389473016
2,1073.70284137273,1090.6588860547
1,1009.81913977619,1091.89155657202
0,1103.42707380684,1030.81956562582
2,1043.284480202,1027.36794329471
1,1055.37963764444,1044.57659189002
2,1045.84629937227,1023.01122967339
1,1051.70941878874,1048.10620255153
2,1027.8807132008,1047.38621400049
2,1163.2090993716,1015.6088473175
1,1033.09809988952,1074.55578197821
1,977.959054778379,1075.30184143283
0,939.307931475594,1046.90995719123
2,1220.60413587255,1034.3844407638
1,1049.33745711577,1050.84243308835
4,1276.95054042788,1043.23594704843
0,926.944281504803,1031.55929683501
1,1055.20235754851,1046.88743055655
3,1167.15427298698,1035.44887273007
3,1137.24716439394,1061.75574118679
1,1072.8894957865,1068.73721161578
2,1177.92314874993,1045.55716987524
1,1068.39391267291,1069.81972794416
1,1038.43204033914,1066.99018657626
1,1018.74906150245,1035.15786478119
2,1198.62890407147,1042.38951559356
1,977.179042834216,1055.08873410703
0,921.065963575176,1048.47585579759
0,993.814519078181,1055.80363333423
2,1030.08844040624,1086.81665191181
2,1042.96988370222,1031.48422331825
2,1120.5719010318,1037.08931041261
1,1050.26045527566,1049.86168864521
2,1107.41961692107,1044.17649839241
3,1205.02890236764,1069.27508794516
2,1046.03732146474,1049.36810673913
1,1007.53524587802,1033.09170032457
2,1163.66134557068,1052.58203403542
2,1030.97095020407,1053.89289885919
2,1134.41042448491,1034.50231104657
1,969.277192586422,1053.19999016035
1,987.072377710514,1049.24076531762
0,938.828081688847,1075.72085303179
4,1212.45562067283,1043.59093594653
1,1078.70404035277,1030.73757074376
2,1066.6503325621,1079.30793655588
2,1164.06731962742,1038.67489496133
0,964.351488665357,1067.53918577238
1,1116.41833633188,1004.88950405094
2,1126.4193918513,1057.33316719878
0,1128.02530509527,1027.55964267794
4,1314.68916106016,1037.69693484982
0,1001.43851482459,1048.4905524443
1,1055.3829707721,1046.29320765995
1,1049.7043150443,1050.24773261665
2,1114.04802770805,1039.28734015978
0,924.458856498982,1044.29535521796
2,1087.14378218583,1058.00447891752
2,1015.53909683844,1057.35553357015
0,1004.55178893642,1046.90370700047
3,1157.59554216621,1046.93810507765
1,1016.46482669484,1035.63418274541
4,1262.17797917696,1050.39572703429
1,969.581907874351,1045.10952948327
1,1086.55349018891,1041.34595997964
3,1246.94559653093,1053.94914845072
2,1354.8072748058,1051.03550688875
0,1004.3172837845,1041.7330550404
2,1135.10082740768,1068.1955681508
4,1200.43628845263,1049.68878382804
0,983.224756699196,1067.51239433045
0,992.023955262697,1061.52611911654
2,1090.55226394242,1063.87375061707
2,1107.64769644556,1047.1436117869
4,1254.3454989137,1032.68052834476
1,1047.53650177238,1051.3675755411
2,999.899461593001,1057.87263411794
1,1155.33834833849,1040.12098455092
0,1045.41095819769,1057.86366310129
1,1130.94815300913,1022.90906631334
3,1094.19337070007,1046.78170190175
0,1077.08924465856,1043.32632396146
0,982.320882076779,1083.84486707801
1,1115.26302722001,1052.9259954412
1,995.706494103608,1051.97083339511
2,1080.03400010862,1068.17296054591
2,1111.85117366018,1036.64947318279
1,966.216075416067,1065.83724801997
1,1075.1440876337,1035.55637403813
4,1212.98461506519,1041.81194532702
1,1049.43130917325,1050.72949432353
1,1054.91730107547,1047.88293908395
1,1027.29318348491,1069.16392397754
3,1093.57474952176,1041.91510372356
1,1023.59394653731,1100.74744094871
3,1079.83407357345,1052.44077408725
1,1156.90471627778,1053.41051901352
2,1104.29521641141,1046.74989513903
0,1086.10549773672,1047.05070869784
1,1196.00407461364,1065.78092539985
1,1148.23888352535,1012.73580400473
2,1079.71847301733,1085.41011603089
1,1094.49240696804,1039.0056848679
1,1046.34158769278,1052.62112405729
1,974.545961196596,1063.18191276316
1,995.288253119023,1044.4906989577
1,1038.32263245229,1066.24878519082
2,1097.87300888309,1051.31899007346
1,1002.60696064759,1033.00349707878
2,1020.49423804994,1125.43718736644
2,989.030749422067,1051.25519040614
0,1083.21154634843,1034.41561196841
2,1099.35587388527,1050.26065410445
1,981.27254766546,1082.76295924891
2,1015.93769719243,1041.22416012848
0,988.247090169192,1067.88055766538
2,1023.46090709313,1095.43790232525
0,1020.23804451189,1080.49035580067
0,901.197850595282,1055.06947325803
2,1162.21330931248,1041.53287093677
2,1219.69670139725,1023.58144248197
0,1048.51539177292,1024.0739235904
1,967.561873513637,1072.78555641874
2,1186.61349094018,1060.6790373157
0,1015.63968378997,1066.76581201604
1,993.560033326168,1049.34384093726
5,1158.88380067421,1047.28660529548
3,1076.48006272908,1030.7543880893
1,1036.69360243364,1061.8524767007
5,1262.99722428898,1042.95842892641
2,1188.90180662973,1047.59086685333
2,1032.37415737613,1069.85766804371
2,1096.39967939984,1051.5624339079
3,1145.66015160008,1052.03227081453
1,986.730923232039,1086.10156612195
1,1026.75584811278,1086.39648751398
2,1034.92106006834,1079.94588306435
1,1411.35247411405,1035.65381352402
4,1124.73102536153,1038.04061008783
3,1076.4582289376,1037.57055513232
1,1057.87565108839,1044.82608771831
1,1056.71383329782,1084.37880661921
2,1098.46264432979,1051.37676790224
2,1079.67352830259,1070.74472999563
0,1155.97022936589,1022.45124551987
2,1048.19733059118,1047.23540994335
1,974.570255209447,1056.20950604553
1,960.055809033893,1037.33942475064
2,1161.66138343385,1035.53691351095
2,1028.54048412015,1036.49222633657
0,950.387580394501,1066.83776397175
2,1413.41990080374,1056.02810533634
1,1074.03396290216,1050.00523327935
2,1155.71083572279,1035.21986692259
2,1124.98795803837,1080.88508131398
0,1072.70368827317,1039.24958124925
2,1082.80468853277,1078.64916652864
1,974.964675598228,1077.28320028838
0,1049.47927340241,1054.93069569008
1,1104.1180277229,1056.17390994152
2,1075.98075530504,1078.43097500483
3,1160.16823420723,1045.91961115837
0,1009.04059459101,1089.47484114201
3,1200.20613037798,1063.62894517158
1,1102.71576259527,1016.86349615526
3,1207.47994089093,1038.3194299307
0,932.616397092519,1042.37084623593
4,1202.70701788733,1048.6895361654
2,1102.74945797725,1048.50826250821
3,1075.34588420506,1054.26151530476
1,1059.88340168578,1045.07687777377
2,1169.87462031071,1020.3124091259
1,1005.90527262821,1064.99706133745
2,1039.51178127139,1058.72675722603
3,1095.35511878466,1052.6487776336
2,1106.13298938151,1091.74677213235
2,1083.79606272333,1066.76372082567
1,1075.13016834553,1040.14529568775
2,1107.67390777361,1045.21328835747
2,1202.05025009708,1048.08153672875
0,981.642831937676,1089.39924722273
0,1145.67002509549,952.715260102796
0,983.42896876358,1063.05014997015
0,1006.92835100074,1090.37173659154
1,1012.31604883066,1026.11776287797
1,1104.57877534408,1021.0526985938
2,1067.35649940384,1037.62672837035
1,1201.43881454179,1029.93385288196
4,1252.52434770546,1030.68897366914
5,1279.5379686165,1021.84751038774
1,1003.04890347651,1028.34482995238
0,964.794087712072,1026.31267191579
1,1014.72709225429,1046.4104865698
2,1402.98104591357,1026.42366355063
6,1348.35588765577,1030.31289685828
2,1208.76452265966,1005.42713944392
2,1125.12554041703,1022.34475647666
0,1036.48910977648,1016.85491172278
2,1122.3882860866,1033.86615474781
1,1103.49745261948,1027.89932838524
3,1179.7957970873,1019.36402069156
0,1034.31374177732,1019.18932155613
0,1109.8256974118,930.677439463986
0,1219.29397453343,968.620235695405
2,1149.68438406639,994.863045990254
2,1095.81313611207,1055.42289009847
2,1099.69457261548,1050.14792252936
1,1099.25480516401,1076.28512610631
1,1066.74380558804,1128.00932581761
0,943.058029126038,1033.94649796293
1,929.974555925231,1229.25865067637
3,1127.60272150793,1107.83759766205
2,1044.08573677606,1030.60568767562
1,1057.6914100867,1038.30310145188
1,824.943995390272,1093.01263456053
1,1037.80325333964,1214.22818774754
0,1033.13560218193,1036.49563327521
0,223.677409942105,1764.27894468035
3,947.970268833708,1342.19540768248
4,1011.42648454776,1218.94580317594
0,844.436252458879,1081.24797801404
2,975.001536654946,1077.35030722043
2,1037.3148951544,1166.13599525816
1,1032.56178235043,1115.48906747616
3,1095.48652718103,1029.56250716212
1,990.02545359832,1083.44759779439
1,1057.69592442066,1093.97559644473
3,1078.08412268305,1113.19895687332
1,913.487801056912,1359.64590511682
1,1076.15797785505,1018.90821586599
1,980.318943116826,1201.87135128884
0,919.034112139772,1061.44671899556
2,976.20601879869,1130.47502694257
0,871.686995384529,1067.39924449617
0,924.287300352418,1183.99681133538
6,1381.58971077435,1049.23346508843
0,888.358462302509,1192.33920024103
1,932.442378956087,1112.97294046473
0,952.850345378359,1027.43661756973
0,913.987769369388,1095.67604692768
1,1078.74513407592,1065.36993230331
0,777.713488100104,1277.84807112896
2,1086.84028918918,1157.58768740369
0,956.760669053538,1049.42225211531
0,1001.13239704445,1048.34176138833
1,880.475512011274,1086.22811887405
3,1131.5561218684,1063.83958693224
1,1206.98228644014,1100.95010934252
3,1105.90382190692,1038.12630378006
2,1047.12397089953,1032.37807991376
4,1237.31825654792,1064.08116896722
1,951.557745168565,1154.71685732572
0,929.576607765724,1069.81084456976
0,918.137040783858,1171.96427484913
1,1052.7102393025,1194.80102605073
3,1088.6797926174,1020.49599820454
2,1039.38759531292,1081.32167968311
1,1067.87265913903,1036.66746756409
0,1045.9110868385,1072.40634997435
0,985.664465349916,1063.83395865246
1,973.57046001587,1147.10511368302
2,936.599677016281,1203.8291512644
1,1073.38086900805,1083.68601749387
2,1099.28840343407,1050.2944085235
0,1061.51950935493,1031.67743810731
0,960.219630265722,1049.28934286624
3,994.681214309495,1179.36298575351
6,1293.30766012138,1056.3265698404
1,1022.30869207586,1094.50238474351
5,1118.7544446285,1058.11543303777
1,1036.1652304661,1116.00876244256
0,1158.96501402141,1073.79931394929
2,1089.10637433878,1062.79815941893
0,1019.56091204683,1131.38712576729
2,1046.70552627333,1056.57273944724
0,1023.9916958272,1057.07843071739
1,965.969928223589,1148.62889693791
2,1102.2620265686,1049.34069744772
0,880.016814232107,1127.97941872381
3,1069.39890670674,1080.01314590224
0,974.764685652344,1082.11140465978
2,1096.54547192323,1053.32355792603
2,1024.092369897,1052.72427044822
1,1015.63778003728,1041.86480260199
1,970.967565151122,1092.25254306847
2,1060.31916048901,1044.92463687163
0,940.737011500847,1086.00036423278
0,1041.02810640511,1060.76988019159
1,988.287227731922,1171.37482308157
0,839.35192072852,1065.24983338004
1,943.963422650554,1062.05799948305
3,1138.36343552104,1060.03061554857
0,984.817409677986,1061.63538156306
0,1120.72775706238,1080.94020135678
2,1069.35410189867,1070.35647435833
1,993.807573259476,1193.75304989388
1,951.843152232553,1169.62768068588
4,1129.88786935107,1022.23321193542
0,955.157144856793,1040.08812396861
1,1035.67850781106,1062.84461850439
5,1325.61128681277,1025.75409311809
0,916.434242750478,1089.96021621305
3,1172.44711831434,1078.61714103864
1,1158.42214342278,1063.53744867105
0,1045.99252422446,1057.26071325201
1,1101.6403159598,1066.17870011307
3,1151.49738130208,1049.54967106703
0,895.179029902611,1102.76773206836
4,1145.19773951866,1047.41526362217
1,1114.97111850721,1037.7606615986
1,911.073813629225,1048.54371027011
3,1230.19413092791,996.857335315761
3,1125.26371789466,1146.49383070131
0,1079.14894994846,1035.1662779227
1,1019.59836104692,1092.46647738077
0,899.99445525465,1087.9054127777
3,1191.32584025958,1058.55033191152
0,938.314194700692,1109.77538095481
3,1105.59155321943,1026.92868838311
1,1040.21807011667,1113.35462823429
1,1043.8411344903,1055.22774344512
3,1056.08280410623,1033.17465043985
2,1059.24515814486,1090.41525061582
2,1131.39052228321,1067.49351415518
4,1171.94555681741,1128.65634459097
2,1038.84730605765,1054.74740991634
0,929.691382490322,1106.62788704179
1,989.414833924928,1120.95487890369
3,1106.99510467294,1084.04451782271
3,1271.21359150462,1061.38930080799
2,1045.03194139141,1061.84212161348
3,1092.0643342045,1072.78833062938
2,1173.44654328135,1029.32200541987
3,1090.31224601592,1023.49509403545
1,987.645468101085,1060.83974604251
2,1132.970742629,1068.7969914235
