"FTAG","P90_away_A","AC","AF","AFRM_A"
0,3,-0.600663130968894,-0.443730769909923,-1.6
1,4.66666666666667,-0.965282922930843,-0.215560685247175,1.4
0,2.58333333333333,-0.236043339006946,0.468949568741069,-1.4
3,2.63636363636364,-0.236043339006946,0.012609399415573,-0.4
1,3.38461538461538,0.857816036878901,0.012609399415573,-1.2
0,3.30769230769231,-0.236043339006946,0.925289738066565,0.8
2,2.69230769230769,-0.236043339006946,0.240779484078321,0.2
1,2.84615384615385,0.857816036878901,-0.215560685247175,-0.8
0,2.58333333333333,-0.600663130968894,-1.81275127788641,-0.4
0,2.25,0.128576452955003,-0.671900854572671,-1.4
1,1.69230769230769,-0.965282922930843,0.012609399415573,-0.4
0,2.76923076923077,-0.600663130968894,0.012609399415573,-1.4
2,3.16666666666667,0.857816036878901,0.925289738066565,0.8
0,3.07692307692308,-0.600663130968894,0.240779484078321,-1.2
1,2,-0.236043339006946,-0.671900854572671,-0.2
1,4.76923076923077,1.22243582884085,-0.443730769909923,1
1,3,-0.965282922930843,-1.58458119322366,-2.4
0,2.07692307692308,-0.236043339006946,0.697119653403817,-1.8
1,2.53846153846154,-0.600663130968894,-0.900070939235419,-1
0,1.33333333333333,-1.69452250685474,0.468949568741069,-1
1,3.38461538461538,0.493196244916952,2.5224803307058,0.4
0,2.84615384615385,2.3162952047267,-0.443730769909923,-1.8
1,1.61538461538462,-0.236043339006946,0.468949568741069,-0.6
2,2.46153846153846,-1.32990271489279,-0.900070939235419,-1.2
2,2.85714285714286,0.857816036878901,-0.671900854572671,-0.8
0,2.75,1.5870556208028,-0.900070939235419,0.2
0,2.21428571428571,-0.965282922930843,0.012609399415573,-1.2
0,3.14285714285714,0.128576452955003,0.468949568741069,0.4
1,2.5,0.493196244916952,-1.12824102389817,-0.8
1,1.64285714285714,0.128576452955003,-0.671900854572671,-0.2
2,2.85714285714286,2.68091499668864,0.012609399415573,1
1,3.57142857142857,-0.600663130968894,-1.81275127788641,-0.8
0,2.5,0.493196244916952,-0.443730769909923,-1
0,2.71428571428571,1.22243582884085,0.240779484078321,-0.6
1,2.57142857142857,0.857816036878901,-0.443730769909923,-0.8
1,2.84615384615385,-1.32990271489279,-0.443730769909923,-1.2
1,4.71428571428571,-0.600663130968894,1.60979999205481,1
0,3.46153846153846,0.857816036878901,-1.58458119322366,0.6
1,2.92307692307692,0.493196244916952,0.240779484078321,-0.4
0,2.92857142857143,0.128576452955003,-0.443730769909923,-0.4
1,1.23076923076923,-0.965282922930843,0.012609399415573,-1.2
1,2.35714285714286,-0.600663130968894,0.925289738066565,0
2,3,-1.69452250685474,-1.12824102389817,-0.4
1,3.06666666666667,-0.965282922930843,-0.671900854572671,-1.6
2,1.73333333333333,-0.600663130968894,-0.443730769909923,0
2,2.93333333333333,0.128576452955003,-0.215560685247175,1.4
4,3,0.128576452955003,2.75065041536855,0.4
0,3,-0.965282922930843,-0.215560685247175,-2
2,1.86666666666667,-1.32990271489279,1.15345982272931,0
0,2.13333333333333,0.493196244916952,0.925289738066565,-0.6
0,1.6,1.22243582884085,-0.900070939235419,-0.4
1,3.28571428571429,0.128576452955003,-1.35641110856092,-2
0,3.53333333333333,-0.600663130968894,-0.215560685247175,-1.8
1,2.26666666666667,-0.600663130968894,-1.12824102389817,-1.2
0,2.6,-0.965282922930843,-1.81275127788641,-0.6
2,2.71428571428571,1.22243582884085,2.06614016138031,-0.8
1,2.06666666666667,-0.600663130968894,-0.900070939235419,0.2
0,2.33333333333333,-0.236043339006946,0.468949568741069,-1.2
0,4.66666666666667,-0.236043339006946,-1.35641110856092,0.8
3,2.71428571428571,-0.965282922930843,-0.215560685247175,-0.2
2,3.13333333333333,-0.236043339006946,-0.900070939235419,0.8
2,2.13333333333333,-0.965282922930843,0.468949568741069,-0.6
0,3.21428571428571,-0.965282922930843,-1.12824102389817,-2.2
3,3.26666666666667,0.857816036878901,0.240779484078321,-1.4
1,3,-0.600663130968894,-0.443730769909923,-1.6
2,2.1875,-0.600663130968894,-2.49726153187466,-1.4
4,2.8125,1.5870556208028,-1.58458119322366,0.2
0,2.75,-1.32990271489279,-0.671900854572671,0.2
3,1.6875,1.5870556208028,1.15345982272931,-1.2
1,1.6875,1.22243582884085,0.925289738066565,0.2
0,3,-0.965282922930843,1.83797007671756,0.2
1,3.26666666666667,-1.32990271489279,0.240779484078321,0
1,2.8125,-0.236043339006946,-1.12824102389817,0.6
1,1.2,0.857816036878901,-1.12824102389817,-1
4,3.5625,-0.600663130968894,-1.35641110856092,-1
0,2.8125,0.857816036878901,1.60979999205481,-0.2
2,3.3125,-0.965282922930843,0.468949568741069,1
3,2,-1.69452250685474,-0.671900854572671,0
1,2.375,-0.600663130968894,0.012609399415573,0
0,2.93333333333333,0.493196244916952,1.15345982272931,-0.2
0,2.4375,-0.600663130968894,-0.215560685247175,-0.4
2,1.58823529411765,-1.32990271489279,2.75065041536855,-0.2
2,1.875,-0.965282922930843,0.925289738066565,-0.8
3,2.625,-0.600663130968894,0.240779484078321,-0.4
1,2.1875,0.128576452955003,0.925289738066565,-1.4
0,2.88235294117647,-0.600663130968894,1.60979999205481,0.2
0,2.64705882352941,0.493196244916952,0.468949568741069,-1.4
3,3.125,0.128576452955003,0.240779484078321,0.2
2,3.29411764705882,-0.236043339006946,-1.35641110856092,-0.2
1,2.29411764705882,0.128576452955003,-1.12824102389817,-1
3,2.82352941176471,0.857816036878901,0.240779484078321,0.4
3,3,0.128576452955003,-0.671900854572671,1
1,2.23529411764706,-1.69452250685474,-0.215560685247175,-0.6
0,2.75,0.128576452955003,0.240779484078321,-0.2
0,2.23529411764706,1.22243582884085,-0.215560685247175,-1
1,2.70588235294118,-0.600663130968894,0.012609399415573,-0.6
0,1.94117647058824,-0.600663130968894,2.06614016138031,-0.8
3,2.05882352941176,0.128576452955003,-0.671900854572671,0.6
1,1.76470588235294,-0.965282922930843,1.38162990739206,0
1,2.8,1.22243582884085,1.83797007671756,-1
2,3.29411764705882,0.493196244916952,-0.215560685247175,1
1,2.64705882352941,-0.236043339006946,-0.215560685247175,-0.2
2,3.29411764705882,0.857816036878901,-0.671900854572671,-0.2
2,3.5,0.493196244916952,-0.215560685247175,0
1,1.41176470588235,-0.965282922930843,0.240779484078321,-1.4
0,3,-0.965282922930843,0.697119653403817,1.6
0,2.16666666666667,1.95167541276475,-0.443730769909923,-1.2
2,4.27777777777778,0.493196244916952,1.60979999205481,0.4
0,2.5,-1.69452250685474,0.012609399415573,-1.6
1,2.77777777777778,-0.965282922930843,0.012609399415573,-0.4
0,2.77777777777778,0.493196244916952,-0.215560685247175,0.8
1,3.44444444444444,3.04553478865059,-0.671900854572671,0.6
2,3.47058823529412,-1.69452250685474,-0.215560685247175,0.2
1,2.64705882352941,-0.965282922930843,0.697119653403817,-0.2
1,3.64705882352941,-0.965282922930843,0.925289738066565,1.4
2,1.83333333333333,-0.965282922930843,2.06614016138031,-1
1,2.11111111111111,0.493196244916952,1.60979999205481,1.2
1,2.27777777777778,0.493196244916952,1.83797007671756,-1
2,2.55555555555556,-0.965282922930843,0.012609399415573,-0.6
0,2.76470588235294,-0.600663130968894,-0.900070939235419,-0.6
1,2.11111111111111,-1.32990271489279,-0.671900854572671,-1.2
2,2.88888888888889,0.128576452955003,-1.58458119322366,-0.4
0,2.55555555555556,-1.32990271489279,0.925289738066565,-0.4
1,1.88888888888889,-0.965282922930843,1.15345982272931,0
2,3,0.493196244916952,1.60979999205481,1.4
1,1.31578947368421,0.857816036878901,-0.215560685247175,-1.6
1,4.21052631578947,-0.236043339006946,0.925289738066565,0.2
0,3.63157894736842,1.22243582884085,-0.900070939235419,0.2
4,3.47368421052632,1.95167541276475,-0.215560685247175,0.6
0,1.38888888888889,-0.600663130968894,-0.215560685247175,-2.2
1,3.42105263157895,2.3162952047267,0.240779484078321,0.6
2,2.94736842105263,0.493196244916952,-0.215560685247175,0
1,2.52631578947368,0.128576452955003,0.697119653403817,-1.6
2,3.22222222222222,0.857816036878901,0.925289738066565,1.4
1,2.21052631578947,0.493196244916952,0.240779484078321,-0.8
0,2.84210526315789,-1.32990271489279,0.012609399415573,0.2
2,3.88888888888889,0.128576452955003,-0.900070939235419,0
1,4.44444444444444,0.493196244916952,0.240779484078321,-0.2
2,0,-0.244050870198025,0.721351359989808,-0.8
1,0,2.10378028613741,0.278875949503727,0
0,0,-0.635356062920598,2.27001529669109,-1.2
5,0,0.147254322524547,0.721351359989808,0
1,0,-0.635356062920598,-0.384837166225394,-1.2
4,0,0.53855951524712,1.16382677047589,0.8
0,0,-1.41796644836574,1.38506447571893,0.8
0,0,0.147254322524547,0.721351359989808,-0.2
1,0,0.929864707969692,1.38506447571893,-0.8
2,0,-0.244050870198025,1.16382677047589,0
1,1,-1.80927164108832,-0.384837166225394,-1.2
2,3,-1.02666125564317,3.37620382290629,1
0,0,-1.02666125564317,0.500113654746768,1.2
1,3,-1.02666125564317,0.0576382442606868,-1
2,3,1.32116990069227,0.500113654746768,-0.6
0,3,1.71247509341484,1.38506447571893,0.4
0,0,-1.80927164108832,1.38506447571893,-1.6
1,2,0.53855951524712,-0.606074871468435,-1
0,0,0.53855951524712,2.04877759144805,0.8
0,3,-0.635356062920598,0.0576382442606868,-1.4
1,0,-1.41796644836574,1.38506447571893,-0.6
2,1,-1.02666125564317,0.942589065232848,1.2
0,6,1.32116990069227,0.0576382442606868,1
1,4,0.147254322524547,-0.384837166225394,-0.6
1,3,-0.244050870198025,0.942589065232848,-0.4
1,3,0.53855951524712,-0.606074871468435,1.8
1,3,0.53855951524712,1.38506447571893,1.6
0,1,-0.244050870198025,1.16382677047589,-0.8
0,4.5,0.147254322524547,0.721351359989808,1
1,1.5,-0.635356062920598,2.27001529669109,0.4
3,2,-1.80927164108832,0.0576382442606868,-0.2
1,3.5,-1.02666125564317,-0.606074871468435,-0.4
4,2,-0.635356062920598,0.721351359989808,-0.8
0,2,2.10378028613741,0.0576382442606868,-0.2
1,2,0.53855951524712,-0.384837166225394,-0.2
0,0,-0.635356062920598,0.500113654746768,-1.2
1,0,-1.02666125564317,1.16382677047589,-1.4
3,0.5,1.32116990069227,2.04877759144805,-2
3,1.5,-1.02666125564317,-0.163599460982354,1.6
3,3.5,0.147254322524547,1.38506447571893,0.8
0,1,-1.41796644836574,2.04877759144805,-0.8
3,4,0.147254322524547,0.500113654746768,-0.2
0,3.5,-0.635356062920598,2.49125300193413,-0.4
2,4,1.71247509341484,0.0576382442606868,0.6
1,2,3.27769586430513,0.278875949503727,-0.4
3,2.5,0.53855951524712,-0.384837166225394,0.8
2,1,-1.02666125564317,0.278875949503727,0.6
1,3.33333333333333,-1.02666125564317,0.278875949503727,1
2,1.66666666666667,-0.244050870198025,0.0576382442606868,-0.8
1,3.66666666666667,-1.80927164108832,-0.606074871468435,1
0,2.33333333333333,-0.244050870198025,0.721351359989808,-1.4
0,1.66666666666667,-0.244050870198025,1.60630218096197,-0.2
0,2.66666666666667,0.147254322524547,-1.04855028195452,-0.8
0,1.66666666666667,-0.244050870198025,0.721351359989808,-0.2
2,1.33333333333333,1.32116990069227,-0.163599460982354,-0.4
2,2,-1.02666125564317,0.278875949503727,0.2
0,1.66666666666667,-0.635356062920598,0.721351359989808,-1
0,4,0.929864707969692,0.721351359989808,-0.2
3,3,-0.635356062920598,0.942589065232848,-0.2
0,1.25,-1.41796644836574,2.93372841242021,-1.6
2,2.25,-0.244050870198025,-0.163599460982354,-0.2
0,1.66666666666667,-0.244050870198025,-0.606074871468435,-1.4
2,3.66666666666667,0.147254322524547,1.16382677047589,1
0,2.5,-0.244050870198025,-1.26978798719756,-1
3,1.5,-1.80927164108832,0.721351359989808,-1.2
5,3.66666666666667,0.929864707969692,-0.827312576711475,-0.8
0,2.25,1.32116990069227,0.278875949503727,-0.4
1,3,0.929864707969692,0.0576382442606868,0.4
2,4.66666666666667,1.32116990069227,-1.26978798719756,0.8
2,3,-1.80927164108832,2.04877759144805,1.8
4,2.75,1.32116990069227,-1.04855028195452,-0.6
0,1.75,-0.244050870198025,-0.163599460982354,-0.4
0,1.25,-0.635356062920598,-0.163599460982354,-1.6
0,2.5,0.53855951524712,-1.93350110292668,-1.4
1,4.25,-0.244050870198025,0.0576382442606868,0.6
2,3.5,0.53855951524712,-1.04855028195452,1.4
3,3.5,-0.244050870198025,0.278875949503727,-0.2
0,1.75,-1.02666125564317,-1.26978798719756,-0.2
1,1.25,0.929864707969692,-1.71226339768364,-1.8
1,1.25,-1.02666125564317,-1.71226339768364,-1.2
3,2.4,-0.244050870198025,1.38506447571893,-0.8
1,1.8,0.147254322524547,-0.606074871468435,-0.2
2,3.75,-0.244050870198025,0.0576382442606868,0.2
4,3.25,0.53855951524712,-0.163599460982354,1.8
2,2.4,-1.80927164108832,-1.71226339768364,1
0,2,0.929864707969692,0.500113654746768,-0.8
1,1.2,-0.635356062920598,0.721351359989808,-1.2
0,3.25,1.32116990069227,0.721351359989808,0.8
2,2.2,-1.02666125564317,-0.827312576711475,-0.6
0,2.4,0.147254322524547,0.500113654746768,0
0,3.33333333333333,-0.244050870198025,-1.26978798719756,0.2
3,1.75,0.929864707969692,-1.93350110292668,-1
1,3.5,1.32116990069227,-1.71226339768364,0.8
2,3,-1.02666125564317,0.500113654746768,1.2
2,4,-1.41796644836574,-0.163599460982354,2
3,2.8,-0.635356062920598,0.278875949503727,0.2
1,1.75,-0.244050870198025,0.0576382442606868,-0.6
1,4.75,-1.02666125564317,0.278875949503727,0.8
1,4.5,0.53855951524712,1.82753988620501,2
1,2.2,0.147254322524547,-0.384837166225394,-0.4
1,2.8,2.10378028613741,-0.606074871468435,0.4
3,2.75,1.71247509341484,-0.606074871468435,-2.8
0,1,-1.41796644836574,-1.4910256924406,-1.6
2,2.33333333333333,-0.635356062920598,-0.163599460982354,-0.8
0,2.16666666666667,0.929864707969692,1.38506447571893,-0.4
1,1.16666666666667,-0.244050870198025,-0.384837166225394,-1.2
0,3.5,1.32116990069227,-1.4910256924406,0
2,2.33333333333333,-0.244050870198025,0.942589065232848,-0.8
2,1.83333333333333,1.32116990069227,0.942589065232848,-0.6
4,1.66666666666667,0.53855951524712,-0.606074871468435,-0.2
1,1.33333333333333,0.53855951524712,0.721351359989808,-1
