"FTR","ELO_H","ELO_A"
0,1186.53778934152,1041.23310889805
0,989.608863632517,1061.22237049145
1,851.663260247059,1122.82977607231
0,979.57023971635,1075.34645825376
1,979.539324662836,1091.18659046219
3,990.770062969946,1048.18325621429
3,1084.84131757426,1065.69913837478
1,911.463036363323,1094.56938945823
3,997.697506563038,1056.3592924697
0,1060.99666963764,1052.49853763157
1,1026.47802511511,1073.90152700033
0,1246.14876675119,1044.62881732375
1,1036.60337178611,1064.64480210535
3,1265.02008892987,1087.03502519802
1,1033.59848921707,1062.1346781258
3,1065.86188791222,1080.37147637499
1,1026.38181143091,1083.35234426777
0,1042.18592439612,1050.36142847755
1,1061.07279398576,1040.36643900791
3,992.708086448174,1075.49143262614
3,1262.02964572181,1051.77760619151
0,1125.91049963243,1052.16338572887
3,1013.47573327929,1100.87422071082
3,1033.94933445863,1081.05931788636
3,927.613047310986,1172.38695268901
3,1008.22452989715,1068.48123808889
3,1103.4966295687,1089.83990729024
3,1041.00220847902,1063.54683915893
1,1038.73078569026,1058.66061325141
0,1090.84299390705,1057.96193152527
3,973.716007895372,1095.20945995383
3,1302.49835749772,1047.27966461679
3,1075.68589129491,1086.09938926296
0,1097.53858766053,1076.077073158
0,980.318336244453,1069.90498822619
3,1204.33885943168,1050.16870761794
1,1021.51428621254,1094.30865271751
3,1008.78664778096,1137.77168570928
3,1014.35622617154,1028.97230520516
3,983.469373329515,1116.53062667049
1,1161.99127800025,1048.51465159191
1,934.665454905206,1071.72989935477
3,978.195023111775,1098.08109049402
3,998.147480432037,1050.61671948028
1,888.790247110879,1119.27706727769
3,889.98081170758,1135.44323867347
3,1055.65083531543,1048.31162219163
3,1095.88613072044,1053.67139878841
3,968.57295695215,1066.40238825643
0,1045.30131830662,1042.49155230672
3,978.00072635579,1075.92750109927
0,1157.53351835552,1038.86399370206
1,903.717756503423,1076.8662495096
3,935.979870944138,1127.79515130578
3,1142.94859032334,1057.34725706536
0,1069.98497158408,1075.31143447496
1,1154.0009429613,1049.11251933681
3,1049.63088749588,1097.04641800426
3,1203.24620583055,1054.59089260387
0,1052.24611881063,1097.69068607643
1,1051.75064582268,1047.72923741298
3,994.586494196246,1102.81773662516
3,1187.18712336783,1061.75797744599
3,1053.89041896276,1083.26842762513
3,1136.53583599315,1067.20542250704
3,1093.9026638271,1059.48662574577
0,977.670201511902,1087.6336085447
3,1102.12733013023,1048.23178090578
3,1075.11916380106,1076.81128363299
3,950.779280355744,1119.18431537448
3,1217.42157854139,1077.00175292475
3,1037.83233991611,1087.06768395131
0,1032.68601722986,1058.47224749134
3,1182.05050646037,1069.45384159446
3,977.451133780577,1108.15916529872
3,1175.53271104383,1079.10609265298
0,981.946424855627,1066.97249075223
0,1051.06774529803,1098.65296279005
0,1337.82515697584,968.030885942507
3,1004.06159392252,1051.74123461663
0,1141.29245370926,1055.8894891943
1,919.828882954416,1088.7739547365
3,968.239847889623,1091.49444571016
3,1121.21393975427,1073.40387629173
0,994.041940135554,1060.86672965613
0,1082.70898550305,1066.85096290581
3,1146.44441774058,1053.89302731556
3,1016.59427422706,1099.00068383179
3,1273.01380355435,1067.70626296583
3,1070.76305725264,1074.80883381938
3,876.714414044644,1126.2177250408
3,1121.98952789097,1097.86621679718
1,969.544728701229,1039.92503561245
0,1101.33246005306,1054.72535019264
1,1152.51350041625,1038.92029237363
0,1192.50178068108,987.702716100527
3,1150.70798532183,1049.2285228131
0,1030.74423213108,1061.5561511445
0,978.713465746277,1070.70911203222
1,905.392478578593,1094.60752142141
1,1041.22321742663,1058.15258796357
3,984.883281286473,1085.2859701141
1,937.073318011113,1067.07690602264
1,1146.75043417443,1034.22610670314
3,1068.66088557667,1077.50666129838
1,1056.16845409537,1043.66475162281
1,944.148369569266,1065.57640655867
3,1126.60716687009,1100.68814112215
3,915.633092704292,1109.54231783951
3,1015.36534803033,1067.18361106088
0,1083.69944387174,1063.50445120162
1,1052.81140281459,1046.26692064044
1,827.962363539339,1120.15577845227
3,1119.22429400772,1073.45104365019
0,1047.30073216772,1055.61609771261
0,989.672544981788,1061.80800859401
3,1078.34647137895,1074.80953313114
3,1144.24972817236,1056.02787822576
3,960.730370098882,1123.18168610351
3,966.773746731307,1085.91877327687
3,1149.14844426671,1050.97941222651
0,997.906335245429,1051.9905747156
3,1071.01655096797,1081.03488976089
3,994.167164432976,1107.27590962896
3,1006.95561424756,1105.58294296481
0,1160.02548296153,1020.94950054973
0,1083.79564911927,1071.00509526761
1,928.502482783686,1092.42270241136
3,1189.18922097042,1058.95040793191
3,1102.06333249716,1047.16135300925
1,1045.67767425272,1053.24507063467
3,1208.45809503199,1042.06366572723
1,952.398772219013,1058.63430985627
3,1059.43898899723,1089.6234612347
3,1079.99315298644,1076.67188659836
3,965.724838218669,1095.47206190673
0,988.972198862321,1062.31739244882
0,1085.53327309803,1063.34333265936
1,981.619232547518,1024.59154188037
0,1081.05510739251,1011.46154317437
3,1072.72414696604,1053.65310912222
3,1130.84110859831,1064.88528709297
0,1119.32859516402,1030.67140483598
0,1019.39244955015,1028.96053956014
0,1140.85925754128,1005.21992703758
3,982.404236803716,1059.15529815259
1,857.942504606717,1103.58843294873
0,1059.15627194989,1056.04657439519
0,1024.13715054877,1015.37860805486
3,1006.55680925599,1041.49327950218
1,1027.28685317904,1071.11853701789
0,1162.40495496666,1036.51143621684
3,1123.0827106559,1007.08501631351
3,1293.81541561669,1030.20137272382
3,1109.49409653162,1038.9283301166
3,1039.3368749954,1056.73685102835
3,956.247851930608,1088.30069030416
1,1179.7735607275,1002.84958653201
3,983.470175232936,1074.22781089545
3,1063.3803278631,1105.12336971319
3,1026.49111066499,1022.80957696863
0,1132.18346219163,1046.04602555382
3,1121.65537045132,1027.54541541567
3,964.6101597977,1100.91798683719
0,1039.51382805032,1055.43177025483
3,1083.48284214021,1071.43496892929
3,1050.75907924084,1079.01932275666
0,1009.51038956384,1036.19477695781
1,1034.11702685229,1064.95481516337
1,1047.29633235814,1053.11617132485
0,992.517522587475,1055.04635873898
3,1055.59901175804,1038.48821319515
0,1082.16943238264,1055.33160535267
1,1041.9013055288,1056.25454815073
1,1023.06842538344,1068.69181049574
3,1094.19615667342,1061.75518710707
3,1019.09409883035,1141.59538538305
3,949.873130782587,1096.28342061947
3,1094.39709651746,1056.35181622496
0,986.709711341564,1066.62719651443
1,1220.51458986563,1056.96180294638
3,1028.22119508532,1093.01487200642
1,1038.81098885252,1058.46295025566
1,1059.38909542734,1040.61090457266
1,930.869983657746,1083.24227233563
3,1085.02024138411,1070.53741091795
3,1022.46120382399,1046.91447406682
0,985.646127269826,1063.33001525601
0,1120.78666713166,1070.27431488118
0,1085.67217693475,1059.86484694157
3,1088.95844041327,1063.94269475365
1,1017.77858490176,1074.22909713237
1,945.002249395318,1092.0652880729
3,1079.39906166493,1067.33364697744
3,999.977512309047,1082.10137608888
3,1125.89364096612,1090.33727817846
0,989.933398144231,1060.39589857178
3,998.852729289218,1062.3101312877
3,981.287539698719,1089.90947075611
0,1120.93548720023,1082.9597247307
3,1008.86206307581,1057.75142326424
1,1029.87820191387,1063.23979567637
0,1145.84509671232,1076.77516428889
0,979.641130399319,1073.10777399189
3,1153.76531182727,1045.98614794227
1,934.984682730788,1091.18398071989
3,1154.76025171356,1046.81429455946
0,1027.83635670183,1061.22882835968
1,970.706635310249,1040.46388202281
3,1105.409458065,1042.15021838083
3,1011.37399849336,1056.28677467372
0,973.583928274519,1074.3923347962
3,999.250963002274,1076.64010886061
3,989.064766236427,1070.05694231491
3,1017.36009645529,1082.63990354471
3,1057.1498154162,1063.9646625519
0,1012.2055592974,1033.62058829627
3,1051.27659982009,1066.93575185837
3,1026.41700118358,1064.59307449511
3,1098.99439674872,1051.14942105667
3,996.939489682841,1063.11414327596
0,983.038897257359,1069.39765671599
3,1074.90289922135,1089.76601416869
0,1001.99149650414,1048.33838634231
1,964.001501980111,1049.64975452987
3,988.109439349557,1080.83684138241
1,1061.93861438999,1041.22387191936
1,1135.65416706173,1047.52820393105
3,1231.71554539074,1025.10875127314
3,1053.46628352294,1069.84854891273
3,1160.48529177788,1036.62853617953
1,1030.17210413925,1063.67410863949
3,917.669539635699,1089.52128475791
3,979.706271051415,1061.18418590661
3,1162.43583973926,1033.36916150861
1,955.609220751492,1055.13648972859
3,1103.58728182406,1047.16957942298
3,982.157402454797,1137.00812965948
0,1058.89051853299,1089.16110074426
1,1056.91037775635,1041.41113704252
1,925.804701016406,1068.79153515405
1,1058.1972455431,1043.35551132103
3,1153.62093078315,1046.37906921685
1,1056.87425126146,1040.34478397529
0,1008.02072997107,1040.50671592594
3,996.372751036362,1055.37007848462
3,997.735068495488,1067.55471541994
1,1044.30016800036,1053.96906649515
3,1020.5600360624,1037.78763473165
3,1153.00460350716,1046.46935959759
0,1017.108330784,1026.12748786539
0,1190.23186636601,1032.54050639991
0,1000.51217060849,1049.51021317896
3,1100.08295829583,1049.90392246646
1,958.821951533788,1041.17804846621
3,1025.79165613623,1083.07638203898
3,1083.49292766836,1050.28470152328
3,1027.59328622751,1089.88019079936
0,1074.43318023291,1072.03880120553
1,1169.35520416856,1041.92565455779
3,991.159571735302,1062.02055737888
3,1098.55915783938,1052.05183392875
0,1210.40796473893,995.16398164968
3,1031.21154331975,1063.85061282709
1,936.094499396231,1071.85587758771
3,1007.40168566743,1060.47695091252
3,1105.7835378735,1043.12095790616
3,1200.22012603624,1036.42685836606
0,1054.20910297449,1029.41888783432
0,1162.59847128006,1020.74076278939
3,1121.48823814689,1078.51176185311
3,1125.38279973509,1066.83808201778
3,1125.8195929072,1064.91774564704
1,1036.68191637276,1066.5887326778
3,1029.66691509248,1060.70029803015
3,1223.81990597721,1079.37602880281
1,959.508332471362,1057.30265154906
1,1045.23073189144,1053.45170993573
1,1144.42351173934,1044.23820261436
3,943.780311202422,1074.67348372982
0,1000.85604459537,1049.12479788825
1,1172.64399253866,1043.18853626725
0,1008.70471026653,1042.02098980963
0,1095.87144050533,1013.24892681924
3,1102.02153564136,1047.77138049396
0,1126.43677084537,1019.92825136357
0,996.142320602345,1054.02642391194
0,1187.58767411918,1066.67134888389
0,1121.94724627791,1014.86991030297
3,1013.46483111424,1047.22925211541
3,1103.51951574232,1045.44183702243
3,1376.41826541465,1041.96294607494
0,1064.60089263329,1088.61088452437
1,931.072977293898,1084.36859418774
3,995.97424100707,1084.65546804946
0,1055.14613187587,1036.3882224061
3,1020.36770046634,1100.52677757399
3,1158.45240826166,1040.85399184053
3,1153.86080085167,1046.79553456485
0,1053.0129748773,1043.45267692318
0,1164.1618683549,1082.71972252597
3,1001.59349809407,1058.21343019579
3,1095.66737115571,1053.78052880976
1,1181.17432035855,1043.7652468652
1,936.617866266451,1057.99820838053
3,1102.07713281437,1078.70875802322
0,988.131360477879,1064.69659274273
3,1095.0097412578,1055.17716153516
0,1092.8755910701,1041.51384649979
0,1093.94533895151,1043.62033311322
1,1148.21012970051,1023.53482084575
3,1099.76373317003,1050.28606866078
3,1198.24591352968,1057.79320812105
3,1089.9055222005,1064.78238015089
1,1165.02263771657,1054.30748018441
3,1081.65584874513,1063.45490403805
3,1227.47864932006,1054.53643654182
3,1004.34246284463,1057.81277405487
0,983.327039232654,1066.87972631969
0,1002.40752923143,1046.64104256113
1,890.541322863979,1127.43495706666
3,1085.24548803822,1053.67115796287
3,1104.09619801224,1045.37798511031
3,1157.60506816638,1041.05403806369
1,1125.86027087014,1071.95062056166
1,1062.35216388015,1040.02642440908
3,1207.39771979129,1101.60947007286
0,1125.38715252421,1007.25696119929
3,1065.81562558349,1097.65613222869
1,963.681300612096,1037.81471588425
0,1039.46884191587,1057.29677553939
1,923.57137274057,1069.42110132743
0,1154.26577898528,996.10583472518
3,1043.59905807409,1115.64518004656
3,1091.34461813258,1089.95778277749
1,1046.09187954724,1054.91857244098
0,1065.55199715451,1060.19835746227
1,1236.48583227093,1009.17302124443
1,1041.25729870032,1057.8364661481
0,1237.75641587407,1007.88449737943
3,1036.52900418114,1068.16620751288
1,1063.10191680858,1034.25685145058
3,1047.74652325866,1040.96544234641
0,1128.32181194253,1007.19959074832
3,1256.34219589455,1043.21056161017
1,1183.42280722455,1010.22511645417
0,965.459977367392,1078.79392808344
3,1146.90093322612,1053.09906677388
3,1086.23868641462,1060.47787218944
0,1039.18130576069,1052.55203331241
3,1099.83362228747,1050.26144243234
1,919.139695213329,1069.9045605126
3,1194.23742658999,1056.98759946755
3,1014.20920981318,1110.03563651445
0,1084.68400544097,1054.29368670596
1,1022.38805173558,1076.7202615139
3,991.458855620951,1120.25203531549
3,1045.89053748309,1101.00864540195
3,1128.90133995987,1072.33127026106
3,993.323539558837,1060.94148999389
3,1096.586767334,1053.82858720837
0,1002.42681443024,1046.36993424521
3,1107.24349899336,1041.22337958145
1,889.249988041588,1088.74767889338
0,1056.53802550541,1031.33946781762
1,1049.14770799842,1050.85229200158
0,1008.06284758294,1037.39977296677
3,983.394646068687,1083.12185789269
0,1101.36121745269,1093.60002167246
3,998.811515391903,1116.49189305976
3,967.826397176608,1072.07170774813
3,907.223472841173,1112.9929645496
3,1100.27851452343,1049.71070830812
3,1107.87343632859,1043.14887847077
3,987.285468162687,1106.27122736419
3,1104.52751420019,1044.27715347341
0,1010.47200254013,1034.02818217834
3,1050.94317626055,1084.90997310141
3,1089.35090216827,1060.12339355683
0,1125.57331125408,1034.66115147424
1,1042.86808803035,1060.855558453
3,1151.42998242407,1075.55205161748
0,1086.37312679678,1057.71642764964
3,1097.33164103331,1078.6912683673
3,1091.8306267293,1058.53044388328
0,1079.57221514604,1039.36895858651
3,1079.37523453768,1077.43930611656
3,1203.05148574128,1046.63826204244
3,982.532014340968,1084.84572946756
3,1082.76036398989,1062.33408445859
1,1052.79651579554,1046.66781825506
0,1005.73811627771,1045.50294075963
0,999.505869298798,1050.61759298743
1,914.868401609673,1088.21511003717
0,1049.90650788026,1054.12977141932
1,1046.43701792509,1054.32765061904
1,1153.08182787511,1013.68142537453
0,1114.83587418206,1036.14536298535
0,1292.88950341022,969.728275439247
0,1007.37769066511,1042.08506398684
0,1001.9177706024,1047.70087026104
0,1135.2630785431,1009.78577684508
3,1013.62506699014,1095.48653460757
3,1157.903349265,1077.38788145624
0,1063.6940147872,1034.54925047256
1,905.85728450248,1089.39230509018
3,1122.67220305414,1078.22552716563
1,905.476921056929,1114.73752743433
1,959.125493812148,1043.54034337846
3,1054.40759267651,1063.61168294805
3,995.572285333071,1048.13744020279
3,958.661590124238,1094.67041301259
3,985.407927411891,1087.00859445582
1,1052.80170824201,1046.71880405485
3,1210.56322934005,1041.86114291136
3,1148.86900048644,1081.723077085
0,993.743472207272,1056.65156647932
0,996.915757127545,1054.31058942144
3,1040.63411578821,1084.12009661055
3,946.456464121276,1104.69066435709
1,1047.24668057306,1052.93875888105
3,1189.16118534617,1059.25441889038
1,954.152110750783,1055.86325165732
0,993.858531720305,1054.55253587907
0,1103.23237355062,1042.19996657353
3,922.892073116642,1085.01385337697
3,1195.28930160288,1055.08345244645
3,1101.70015564164,1048.39898835866
0,1101.48774840683,1050.31873669293
0,1106.94029904584,1025.9864702269
0,1155.04104769158,1020.04984045725
1,1051.79150961303,1048.07382150354
1,1048.96132538468,1051.03867461532
1,954.80607719472,1060.03128138755
0,1164.29721311382,1013.66469631078
1,947.758760008789,1055.33729242878
3,1239.04767906209,1042.83927672598
3,1099.82171374434,1050.13635150061
1,968.332755704603,1035.02065704087
0,1165.55407713623,1030.417225587
3,1105.08939651828,1045.15027932424
3,947.975337273132,1098.41486692473
3,1080.75119096079,1091.4023659049
3,1070.40675416155,1075.3098756529
1,1260.55987329695,1013.77864884559
3,1097.67350895536,1093.78411727467
3,937.616100412105,1101.55834348226
3,1128.63141237415,1073.56243037817
3,970.704813390365,1100.61261547166
0,1145.66569252924,1075.99279847449
0,1175.74077604906,1022.96537350446
1,1055.37843346068,1043.07744919636
1,1054.76385841833,1043.84928383262
3,975.525770562464,1091.06507303486
1,1013.95909256435,1072.92159810827
1,1153.96296662223,1045.48292086951
1,1043.36637888911,1059.46040493464
3,1004.47604997626,1063.25496194536
1,952.431647996137,1049.3692109157
1,960.013760489718,1042.31094880688
3,1195.22951889447,1055.17593826125
1,1173.83241431756,1049.55539700985
0,1232.674527193,1085.34634396016
0,1051.76036547907,1041.54610357966
0,1222.3611629051,1016.88634777132
3,1102.76635623581,1047.33993884007
3,980.260917225487,1089.14012180394
0,1143.95642457143,971.652148439663
3,1083.37507570569,1103.16477250646
3,973.178024925652,1072.31044078095
3,1115.48825078201,1034.97078072503
3,1091.60724466871,1051.81368625666
3,1029.62627438178,1024.46687425637
0,1018.38294779421,1028.88568358705
0,1084.27403953354,1008.13075453076
0,1097.00732588956,1009.73055043145
3,1171.83697791379,1019.76142137805
0,1019.0864062523,1025.69334620919
1,1069.19807122314,1034.34641000569
0,1077.07291138198,990.308618943418
1,960.951686971342,1027.97153400244
1,1058.49758553213,1041.65716894144
1,1311.90097230664,985.185794713395
1,1179.84959237211,1016.69631763954
1,1041.54543753304,1056.4080764893
1,1188.05466400195,1033.63980709739
0,1000,1050
3,1171.10521543764,1027.07642158045
1,961.024090222388,1037.89247602473
0,1131.07952309739,995.330856603784
3,1083.03913369038,1066.72973377567
1,1068.41052887164,1024.11377823349
3,967.667387978649,1108.27294084761
0,995.804283369701,1053.77474284753
3,1113.29982154239,1027.43878909262
1,1051.36295354597,1048.89524066043
3,1034.6450112774,1133.65114837378
1,1171.4265161065,1127.4090630721
1,861.658800314057,1071.2986595775
1,1121.8320067312,1074.96810631158
3,1090.81551795617,1064.6836779598
3,1018.83047684557,1074.66133616277
0,981.79993820307,1065.40126179706
1,994.837904042852,1122.40716417692
3,1062.43939605357,1032.11510818455
3,1157.76380437,1043.07765524713
0,1007.47438978674,1042.12910205658
1,903.362218933766,1103.5402245969
1,1054.64949365375,1037.72561187989
3,1158.86292289834,1042.41829375412
3,1573.96714054051,976.032859459486
0,1087.61154410322,1054.58198830899
0,995.398527290837,1053.94527669165
0,1008.11560241068,1042.13377095115
3,1023.26719975485,1076.73280024515
1,1326.59715882995,1062.61774679662
3,959.733609131131,1079.73928836778
3,1141.51453189533,1047.02737363093
3,1185.92928686599,1079.15859635035
3,1094.21786591864,1055.15409584772
0,991.157366867172,1060.42660860264
0,1016.31446147599,1082.1178482642
1,1185.16155231484,1056.61200058986
3,1131.42211342029,1064.72106792545
3,1209.94565522221,1045.37539433307
3,962.917448740544,1138.18321891835
3,910.453808209677,1116.55706872125
0,1161.72018014907,1094.78854590319
3,1248.54313477232,1059.41003580503
0,1088.73980410201,1062.19004418126
1,915.453523840447,1102.56525062657
3,971.751904844711,1057.85227347996
0,1042.05108273949,1048.11909098479
0,1055.95238341096,1032.14415472394
3,1110.89739866335,1086.89573030517
3,1073.08205828298,1117.07571090288
3,1206.39763574211,1029.82354951622
3,1261.57569197554,1036.07406005148
3,1160.661350403,1074.28161911919
1,910.734371106286,1072.42426297885
3,1076.57871161889,1082.71068556937
1,1058.4744068108,1038.22228296902
1,1057.53678922914,1039.55687991631
0,1035.3013231659,1029.92653467483
1,1056.13644936602,1045.58295072823
0,1089.19314177584,1056.03137829871
1,1125.52653947517,1078.9294179012
3,990.743096450656,1105.18658474928
1,925.694128845217,1065.93054087165
3,1137.2158010415,1062.00073196546
3,1090.9691168834,1119.10091791844
1,1010.68457878908,1108.95965966757
0,1194.3395311866,1072.39574895775
0,1037.81821834149,1054.54894211531
1,1041.53123219903,1057.4663881226
3,921.344951549889,1120.27938285656
0,1140.06713875803,998.044746671317
3,977.360125420791,1084.98338403928
1,1035.9278650037,1068.94628572832
0,1102.47435287322,1035.65229836864
1,934.011198132901,1087.69502198067
1,1027.7589846988,1067.17665830034
3,1023.94951323826,1055.55966434965
1,931.967818508107,1051.82353482678
3,1077.01957915027,1140.66488317577
0,1134.08272403563,1044.15038410291
3,898.011939542595,1131.80603262964
0,995.870968456917,1104.93886078004
3,1011.00663749247,1044.07154502835
0,1002.2330239539,1095.81838233202
3,1318.79275244812,1077.81870142215
3,1080.4361090796,1067.67819897517
0,1056.86337145005,1073.24738353118
0,1057.41242277426,1093.54187984424
1,1097.44051016248,1102.81434765772
1,1018.15568811749,1073.08338705498
0,1131.61989763012,1082.91012524892
0,1084.76923049663,1072.01214565987
3,1103.72167177057,1096.27832822943
3,944.526775811794,1086.19642326511
1,902.56108357379,1073.25525203909
1,1033.17818210334,1074.50935227793
3,987.894398092894,1099.63143369776
1,1059.08159975433,1035.86295749055
3,1066.57945001874,1093.20527161248
0,1211.40953690588,1035.82440867121
3,960.409763488892,1096.87628404528
1,979.890939299794,1124.98903015812
0,1096.42897535998,1110.50225298232
3,963.858914471694,1095.98176869199
3,1041.23489556853,1086.39428817511
3,1183.39491951788,1059.90545486698
3,1054.84282891297,1099.72195060416
3,1118.4819831504,1086.66294568705
0,977.889349681096,1071.1849538316
3,1187.58919589059,1066.63888087517
3,1071.44421030911,1088.47099035125
3,1075.35422014511,1075.6851769835
1,1034.0836348931,1070.55919648462
0,998.629184836809,1053.63541412605
0,979.606079552994,1076.13267099784
3,1270.74463352642,1033.56317851989
0,981.750153271805,1062.72518779073
1,1045.32426598379,1056.87958960862
0,1042.14396882693,1064.99775245944
3,1337.221128233,1011.73320631406
3,987.03126805998,1049.5921444241
0,1009.24879024332,1043.1595151221
3,1038.32710669346,1092.69099299785
1,1031.12181382871,1066.24882509376
3,1074.7319022273,1093.69693546118
1,1032.21888547807,1073.09189593503
3,1166.13593898634,1075.41968382717
0,1062.67376920029,1084.45720960495
3,1061.54455451886,1099.82721699845
0,991.168059597695,1058.97368979809
3,1090.49811452954,1056.61496639913
1,1193.9039447652,1001.42792455152
3,1090.31333130984,1080.23249733448
1,1408.6662162347,1040.23422151566
0,1067.79919410757,1066.5763046368
3,978.476620355319,1093.93845937199
1,947.14457406139,1044.09493579288
0,1111.49089561267,1062.07838197438
3,1235.59510865893,1064.67748204613
1,1030.74429950245,1065.73696993693
3,982.145425488106,1097.17796614766
1,1152.93003222861,1051.51429437141
1,1046.84208561171,1053.82765456374
3,1066.79146640108,1075.30640259341
0,1196.08310766329,1082.61657525622
0,975.083869309157,1070.80798100064
3,1142.46983167646,1061.30115960258
3,1478.33438141981,1031.05183096353
3,1087.86148630227,1061.11236792524
0,1057.78907671409,1089.77296055034
0,1052.37808589936,1094.67475894363
1,946.008068187095,1050.61670345353
3,945.366030437579,1122.76466412019
3,1047.31680984513,1094.92633072485
0,1073.62082444132,1070.11118917886
3,926.152873780889,1080.35608508221
0,1018.48373350614,1076.56816888046
0,1016.22137573615,1080.10477500945
3,922.182890773249,1130.28164883283
3,971.693907332476,1097.45778750066
1,1013.48813697913,1074.49383630099
0,1041.36233744397,1055.99640591283
1,994.018604489553,1088.80808702818
3,1097.69221760457,1092.80837634682
3,985.811950783773,1081.31979153391
0,986.525939109122,1079.23447250431
3,968.981786329536,1064.85798401502
3,1183.36721250258,1073.69393877561
1,1030.92575882414,1074.43583892865
3,1095.15891903015,1054.22703630999
0,1092.50573762036,1050.07974297167
3,1035.03787574594,1089.35960512397
0,1000.00941486717,1049.98902096401
1,1009.89257567882,1089.51741812698
0,1051.65097564238,1084.40185333582
1,931.900318849045,1084.13555541015
3,1133.56806855133,1063.92682836918
0,1024.76774328391,1070.74131546945
3,948.74400966691,1146.8439373735
1,1040.43513212048,1058.81649274809
0,1083.71363547434,1056.92471794249
1,1148.44508218327,1066.80009987543
1,983.488634252598,1106.69791517031
3,995.244948380925,1101.46955264776
1,919.421626341072,1096.26267247943
3,972.228152188682,1106.49826898368
3,1023.87764365846,1104.8381270941
3,873.702300648343,1124.0080741944
1,1042.30060348936,1064.59125118352
1,868.265012486424,1100.02012934935
3,975.15263164705,1086.27977392113
3,993.153931702558,1051.65680101205
1,1039.63110276953,1063.0582566911
1,924.437759389118,1074.55895702672
3,1015.96328770505,1096.57261941645
0,1130.8125153457,1075.64619925103
1,1053.18361585087,1047.15369402947
0,1063.74480237426,1012.42066798498
1,1030.6495843054,1068.67798219083
3,972.328059275611,1094.46945380144
3,1061.53671254876,1104.58477681173
1,1046.59383868801,1054.39990855108
3,1156.98780485779,1086.93552249435
0,991.931965536028,1059.22190195366
0,1066.03201343828,1008.21378158767
3,893.714218329858,1118.58147442061
3,988.917413327047,1081.63386279831
3,1018.82285718685,1110.51274738939
1,1012.10518310744,1084.19864154298
1,924.90906185704,1061.49035309297
0,1131.15933528715,1048.43300425208
3,944.772056127021,1105.79984090381
1,1125.82545043721,1068.7624001381
0,966.260586208039,1091.75866037378
3,1210.43103539327,1055.32906834995
0,1191.55339897904,1084.83306447343
3,932.721393926432,1101.35864833626
3,1047.82995674674,1074.25206865678
3,1194.59522618599,1055.48224049074
0,1060.0978018799,1086.02826843086
0,1038.57200967734,1063.52111007391
1,983.559188901224,1095.12362046057
3,1179.95090118639,1074.58444380106
1,949.629174783181,1108.04670961368
0,1030.47638066543,1110.94801959944
1,893.739066306188,1102.15000826583
0,960.045325590531,1101.92174255244
0,970.556640908344,1090.34876194132
0,1113.7584523565,1096.4669646326
0,1120.54576857089,1067.53425130037
3,1122.18486998534,1072.06148302433
3,1111.67548927267,1065.5414212126
1,1040.35655506961,1059.24393235502
3,988.388958400154,1107.63837042693
3,1032.24207921731,1089.36067626466
0,991.326098513107,1060.91489633238
3,1083.55738659213,1111.71618562487
1,960.297735177902,1049.01695899348
1,1017.1145754442,1077.60325381911
3,1260.64242128159,1077.57480941168
3,1258.26581903417,1047.70529228899
1,1006.7472904633,1079.71988320028
0,983.011894316393,1078.93290688336
3,1029.82709956573,1097.00796643887
3,1003.59140225294,1083.94555354969
0,999.307029225487,1050.8903363958
3,1071.25312629869,1080.18905526323
3,990.834103132642,1078.24995775606
3,1078.54939045539,1071.14147168858
3,988.075025336789,1077.84627439826
1,1036.88541167784,1065.72142285855
3,976.247804970076,1074.0922420305
1,1328.94924955035,1077.79825170791
0,940.092792593819,1102.78115424334
3,1143.89797519219,1055.9547290707
1,959.952673031533,1050.70808947697
1,1002.5123945264,1088.86934154393
3,962.672501902113,1112.56696622469
3,1012.86591198434,1119.17461702849
3,1073.01966675516,1084.98046088906
3,973.118345183823,1118.64194359022
3,1080.76748850675,1065.11876258526
3,1050.43063262684,1073.94995840046
3,1153.09538181533,1046.35140944694
0,1166.19810075978,1070.37082938131
1,1143.2075898935,1009.72401147846
3,1047.43414309427,1098.08689029312
3,958.587475984687,1127.45252184769
1,928.973901550778,1091.16312753694
3,1102.18449097512,1047.09806108494
3,912.859072125714,1099.80642245741
3,987.924371576531,1045.44544973033
0,1314.01879513003,959.803256076331
1,1041.48498391284,1056.52632837118
3,1084.61682636682,1106.47009154641
1,1025.03371242009,1073.74754603035
0,1155.58132493807,1002.45358498204
0,1036.57557629198,1063.42442370802
3,1039.82289687637,1142.26851878041
3,1030.12614885717,1088.96389053179
3,913.388517455259,1104.7892004759
1,1123.84264371882,1072.58034361945
0,993.603329401589,1056.7234463075
1,1049.25484784732,1050.85996838713
3,1001.97922554439,1063.45908979224
0,1149.7874387597,983.121622676469
1,860.9384531376,1119.59450103817
0,1058.00626810644,1025.01553303547
0,1103.62106548996,1033.23795191268
1,1003.76727295739,1093.82634945097
3,1105.74594908212,1083.56953565001
3,1078.29638040722,1065.04412301096
1,1018.49082893822,1072.64684567395
0,992.50770826455,1056.22267371507
3,943.612755977465,1107.75670371523
1,1045.60258772509,1054.31950885523
0,1027.06557799029,1064.91179213574
0,994.703696090753,1056.49363663721
3,1075.61233228507,1076.27687709619
1,1055.01737677442,1043.53319588899
3,1189.25153337117,1102.06017709175
3,1131.52668885602,1068.64689750166
3,985.107451016476,1136.63784299413
1,1134.91886981999,1057.81898649555
3,1087.38323493225,1060.16793201516
