"FTAG","ELO_H","ELO_A"
1,1130.84110859831,1064.88528709297
2,1119.32859516402,1030.67140483598
1,1019.39244955015,1028.96053956014
2,1140.85925754128,1005.21992703758
0,982.404236803716,1059.15529815259
0,857.942504606717,1103.58843294873
3,1059.15627194989,1056.04657439519
1,1024.13715054877,1015.37860805486
0,1006.55680925599,1041.49327950218
1,1027.28685317904,1071.11853701789
3,1162.40495496666,1036.51143621684
1,1123.0827106559,1007.08501631351
2,1293.81541561669,1030.20137272382
1,1109.49409653162,1038.9283301166
0,1039.3368749954,1056.73685102835
0,956.247851930608,1088.30069030416
2,1179.7735607275,1002.84958653201
0,983.470175232936,1074.22781089545
0,1063.3803278631,1105.12336971319
0,1026.49111066499,1022.80957696863
3,1132.18346219163,1046.04602555382
1,1121.65537045132,1027.54541541567
0,964.6101597977,1100.91798683719
2,1039.51382805032,1055.43177025483
0,1083.48284214021,1071.43496892929
0,1050.75907924084,1079.01932275666
1,1009.51038956384,1036.19477695781
1,1034.11702685229,1064.95481516337
1,1047.29633235814,1053.11617132485
1,992.517522587475,1055.04635873898
0,1055.59901175804,1038.48821319515
2,1082.16943238264,1055.33160535267
1,1041.9013055288,1056.25454815073
1,1023.06842538344,1068.69181049574
1,1094.19615667342,1061.75518710707
1,1019.09409883035,1141.59538538305
0,949.873130782587,1096.28342061947
1,1094.39709651746,1056.35181622496
1,986.709711341564,1066.62719651443
3,1220.51458986563,1056.96180294638
0,1028.22119508532,1093.01487200642
1,1038.81098885252,1058.46295025566
1,1059.38909542734,1040.61090457266
0,930.869983657746,1083.24227233563
1,1085.02024138411,1070.53741091795
0,1022.46120382399,1046.91447406682
1,985.646127269826,1063.33001525601
3,1120.78666713166,1070.27431488118
2,1085.67217693475,1059.86484694157
1,1088.95844041327,1063.94269475365
1,1017.77858490176,1074.22909713237
0,945.002249395318,1092.0652880729
1,1079.39906166493,1067.33364697744
0,999.977512309047,1082.10137608888
0,1125.89364096612,1090.33727817846
1,989.933398144231,1060.39589857178
0,998.852729289218,1062.3101312877
0,981.287539698719,1089.90947075611
4,1120.93548720023,1082.9597247307
0,1008.86206307581,1057.75142326424
1,1029.87820191387,1063.23979567637
4,1145.84509671232,1076.77516428889
1,979.641130399319,1073.10777399189
1,1153.76531182727,1045.98614794227
0,934.984682730788,1091.18398071989
1,1154.76025171356,1046.81429455946
2,1027.83635670183,1061.22882835968
0,970.706635310249,1040.46388202281
1,1105.409458065,1042.15021838083
0,1011.37399849336,1056.28677467372
1,973.583928274519,1074.3923347962
0,999.250963002274,1076.64010886061
0,989.064766236427,1070.05694231491
0,1017.36009645529,1082.63990354471
0,1057.1498154162,1063.9646625519
1,1012.2055592974,1033.62058829627
0,1051.27659982009,1066.93575185837
0,1026.41700118358,1064.59307449511
1,1098.99439674872,1051.14942105667
0,996.939489682841,1063.11414327596
1,983.038897257359,1069.39765671599
0,1074.90289922135,1089.76601416869
1,1001.99149650414,1048.33838634231
0,964.001501980111,1049.64975452987
0,988.109439349557,1080.83684138241
1,1061.93861438999,1041.22387191936
2,1135.65416706173,1047.52820393105
2,1231.71554539074,1025.10875127314
0,1053.46628352294,1069.84854891273
1,1160.48529177788,1036.62853617953
1,1030.17210413925,1063.67410863949
0,917.669539635699,1089.52128475791
0,979.706271051415,1061.18418590661
1,1162.43583973926,1033.36916150861
0,955.609220751492,1055.13648972859
1,1103.58728182406,1047.16957942298
0,982.157402454797,1137.00812965948
2,1058.89051853299,1089.16110074426
1,1056.91037775635,1041.41113704252
0,925.804701016406,1068.79153515405
1,1058.1972455431,1043.35551132103
1,1153.62093078315,1046.37906921685
1,1056.87425126146,1040.34478397529
1,1008.02072997107,1040.50671592594
0,996.372751036362,1055.37007848462
0,997.735068495488,1067.55471541994
1,1044.30016800036,1053.96906649515
0,1020.5600360624,1037.78763473165
1,1153.00460350716,1046.46935959759
1,1017.108330784,1026.12748786539
3,1190.23186636601,1032.54050639991
1,1000.51217060849,1049.51021317896
1,1100.08295829583,1049.90392246646
0,958.821951533788,1041.17804846621
0,1025.79165613623,1083.07638203898
0,1083.49292766836,1050.28470152328
0,1027.59328622751,1089.88019079936
2,1074.43318023291,1072.03880120553
2,1169.35520416856,1041.92565455779
0,991.159571735302,1062.02055737888
1,1098.55915783938,1052.05183392875
4,1210.40796473893,995.16398164968
0,1031.21154331975,1063.85061282709
0,936.094499396231,1071.85587758771
0,1007.40168566743,1060.47695091252
1,1105.7835378735,1043.12095790616
2,1200.22012603624,1036.42685836606
2,1054.20910297449,1029.41888783432
3,1162.59847128006,1020.74076278939
0,1121.48823814689,1078.51176185311
0,1125.38279973509,1066.83808201778
1,1125.8195929072,1064.91774564704
1,1036.68191637276,1066.5887326778
0,1029.66691509248,1060.70029803015
1,1223.81990597721,1079.37602880281
0,959.508332471362,1057.30265154906
1,1045.23073189144,1053.45170993573
2,1144.42351173934,1044.23820261436
0,943.780311202422,1074.67348372982
1,1000.85604459537,1049.12479788825
2,1172.64399253866,1043.18853626725
1,1008.70471026653,1042.02098980963
3,1095.87144050533,1013.24892681924
1,1102.02153564136,1047.77138049396
2,1126.43677084537,1019.92825136357
1,996.142320602345,1054.02642391194
3,1187.58767411918,1066.67134888389
2,1121.94724627791,1014.86991030297
0,1013.46483111424,1047.22925211541
1,1103.51951574232,1045.44183702243
2,1376.41826541465,1041.96294607494
3,1064.60089263329,1088.61088452437
0,931.072977293898,1084.36859418774
0,995.97424100707,1084.65546804946
2,1055.14613187587,1036.3882224061
0,1020.36770046634,1100.52677757399
1,1158.45240826166,1040.85399184053
1,1153.86080085167,1046.79553456485
2,1053.0129748773,1043.45267692318
3,1164.1618683549,1082.71972252597
0,1001.59349809407,1058.21343019579
1,1095.66737115571,1053.78052880976
2,1181.17432035855,1043.7652468652
0,936.617866266451,1057.99820838053
1,1102.07713281437,1078.70875802322
1,988.131360477879,1064.69659274273
1,1095.0097412578,1055.17716153516
2,1092.8755910701,1041.51384649979
2,1093.94533895151,1043.62033311322
2,1148.21012970051,1023.53482084575
1,1099.76373317003,1050.28606866078
2,1198.24591352968,1057.79320812105
1,1089.9055222005,1064.78238015089
2,1165.02263771657,1054.30748018441
0,1081.65584874513,1063.45490403805
2,1227.47864932006,1054.53643654182
0,1004.34246284463,1057.81277405487
1,983.327039232654,1066.87972631969
1,1002.40752923143,1046.64104256113
0,890.541322863979,1127.43495706666
0,1085.24548803822,1053.67115796287
1,1104.09619801224,1045.37798511031
1,1157.60506816638,1041.05403806369
2,1125.86027087014,1071.95062056166
1,1062.35216388015,1040.02642440908
0,1207.39771979129,1101.60947007286
3,1125.38715252421,1007.25696119929
0,1065.81562558349,1097.65613222869
0,963.681300612096,1037.81471588425
2,1039.46884191587,1057.29677553939
0,923.57137274057,1069.42110132743
3,1154.26577898528,996.10583472518
0,1043.59905807409,1115.64518004656
1,1091.34461813258,1089.95778277749
1,1046.09187954724,1054.91857244098
3,1065.55199715451,1060.19835746227
3,1236.48583227093,1009.17302124443
1,1041.25729870032,1057.8364661481
3,1237.75641587407,1007.88449737943
0,1036.52900418114,1068.16620751288
1,1063.10191680858,1034.25685145058
0,1047.74652325866,1040.96544234641
3,1128.32181194253,1007.19959074832
1,1256.34219589455,1043.21056161017
2,1183.42280722455,1010.22511645417
1,965.459977367392,1078.79392808344
1,1146.90093322612,1053.09906677388
1,1086.23868641462,1060.47787218944
2,1039.18130576069,1052.55203331241
1,1099.83362228747,1050.26144243234
0,919.139695213329,1069.9045605126
2,1194.23742658999,1056.98759946755
0,1014.20920981318,1110.03563651445
2,1084.68400544097,1054.29368670596
1,1022.38805173558,1076.7202615139
0,991.458855620951,1120.25203531549
0,1045.89053748309,1101.00864540195
1,1128.90133995987,1072.33127026106
0,993.323539558837,1060.94148999389
1,1096.586767334,1053.82858720837
1,1002.42681443024,1046.36993424521
1,1107.24349899336,1041.22337958145
0,889.249988041588,1088.74767889338
2,1056.53802550541,1031.33946781762
1,1049.14770799842,1050.85229200158
1,1008.06284758294,1037.39977296677
0,983.394646068687,1083.12185789269
4,1101.36121745269,1093.60002167246
0,998.811515391903,1116.49189305976
0,967.826397176608,1072.07170774813
0,907.223472841173,1112.9929645496
1,1100.27851452343,1049.71070830812
1,1107.87343632859,1043.14887847077
0,987.285468162687,1106.27122736419
1,1104.52751420019,1044.27715347341
1,1010.47200254013,1034.02818217834
1,1050.94317626055,1084.90997310141
1,1089.35090216827,1060.12339355683
2,1125.57331125408,1034.66115147424
1,1042.86808803035,1060.855558453
0,1151.42998242407,1075.55205161748
2,1086.37312679678,1057.71642764964
0,1097.33164103331,1078.6912683673
1,1091.8306267293,1058.53044388328
3,1079.57221514604,1039.36895858651
0,1079.37523453768,1077.43930611656
1,1203.05148574128,1046.63826204244
0,982.532014340968,1084.84572946756
1,1082.76036398989,1062.33408445859
1,1052.79651579554,1046.66781825506
1,1005.73811627771,1045.50294075963
1,999.505869298798,1050.61759298743
0,914.868401609673,1088.21511003717
2,1049.90650788026,1054.12977141932
1,1046.43701792509,1054.32765061904
2,1153.08182787511,1013.68142537453
2,1114.83587418206,1036.14536298535
4,1292.88950341022,969.728275439247
1,1007.37769066511,1042.08506398684
1,1001.9177706024,1047.70087026104
2,1135.2630785431,1009.78577684508
0,1013.62506699014,1095.48653460757
1,1157.903349265,1077.38788145624
2,1063.6940147872,1034.54925047256
0,905.85728450248,1089.39230509018
1,1122.67220305414,1078.22552716563
0,905.476921056929,1114.73752743433
0,959.125493812148,1043.54034337846
0,1054.40759267651,1063.61168294805
0,995.572285333071,1048.13744020279
0,958.661590124238,1094.67041301259
0,985.407927411891,1087.00859445582
1,1052.80170824201,1046.71880405485
1,1210.56322934005,1041.86114291136
1,1148.86900048644,1081.723077085
1,993.743472207272,1056.65156647932
1,996.915757127545,1054.31058942144
0,1040.63411578821,1084.12009661055
0,946.456464121276,1104.69066435709
1,1047.24668057306,1052.93875888105
1,1189.16118534617,1059.25441889038
0,954.152110750783,1055.86325165732
1,993.858531720305,1054.55253587907
2,1103.23237355062,1042.19996657353
0,922.892073116642,1085.01385337697
1,1195.28930160288,1055.08345244645
1,1101.70015564164,1048.39898835866
2,1101.48774840683,1050.31873669293
2,1106.94029904584,1025.9864702269
3,1155.04104769158,1020.04984045725
1,1051.79150961303,1048.07382150354
1,1048.96132538468,1051.03867461532
0,954.80607719472,1060.03128138755
3,1164.29721311382,1013.66469631078
0,947.758760008789,1055.33729242878
2,1239.04767906209,1042.83927672598
1,1099.82171374434,1050.13635150061
0,968.332755704603,1035.02065704087
3,1165.55407713623,1030.417225587
1,1105.08939651828,1045.15027932424
0,947.975337273132,1098.41486692473
0,1080.75119096079,1091.4023659049
1,1070.40675416155,1075.3098756529
3,1260.55987329695,1013.77864884559
1,1097.67350895536,1093.78411727467
0,937.616100412105,1101.55834348226
1,1128.63141237415,1073.56243037817
0,970.704813390365,1100.61261547166
4,1145.66569252924,1075.99279847449
3,1175.74077604906,1022.96537350446
1,1055.37843346068,1043.07744919636
1,1054.76385841833,1043.84928383262
0,975.525770562464,1091.06507303486
1,1013.95909256435,1072.92159810827
2,1153.96296662223,1045.48292086951
1,1043.36637888911,1059.46040493464
0,1004.47604997626,1063.25496194536
0,952.431647996137,1049.3692109157
0,960.013760489718,1042.31094880688
1,1195.22951889447,1055.17593826125
2,1173.83241431756,1049.55539700985
4,1232.674527193,1085.34634396016
2,1051.76036547907,1041.54610357966
3,1222.3611629051,1016.88634777132
1,1102.76635623581,1047.33993884007
0,980.260917225487,1089.14012180394
3,1143.95642457143,971.652148439663
1,1083.37507570569,1103.16477250646
0,973.178024925652,1072.31044078095
0,1115.48825078201,1034.97078072503
0,1091.60724466871,1051.81368625666
0,1029.62627438178,1024.46687425637
1,1018.38294779421,1028.88568358705
2,1084.27403953354,1008.13075453076
2,1097.00732588956,1009.73055043145
1,1171.83697791379,1019.76142137805
1,1019.0864062523,1025.69334620919
1,1069.19807122314,1034.34641000569
2,1077.07291138198,990.308618943418
0,960.951686971342,1027.97153400244
1,1058.49758553213,1041.65716894144
3,1311.90097230664,985.185794713395
2,1179.84959237211,1016.69631763954
1,1041.54543753304,1056.4080764893
2,1188.05466400195,1033.63980709739
1,1000,1050
1,1171.10521543764,1027.07642158045
0,961.024090222388,1037.89247602473
2,1131.07952309739,995.330856603784
1,1083.03913369038,1066.72973377567
1,1068.41052887164,1024.11377823349
0,967.667387978649,1108.27294084761
1,995.804283369701,1053.77474284753
1,1113.29982154239,1027.43878909262
1,1051.36295354597,1048.89524066043
0,1034.6450112774,1133.65114837378
3,1171.4265161065,1127.4090630721
0,861.658800314057,1071.2986595775
2,1121.8320067312,1074.96810631158
1,1090.81551795617,1064.6836779598
0,1018.83047684557,1074.66133616277
1,981.79993820307,1065.40126179706
1,994.837904042852,1122.40716417692
0,1062.43939605357,1032.11510818455
1,1157.76380437,1043.07765524713
1,1007.47438978674,1042.12910205658
0,903.362218933766,1103.5402245969
1,1054.64949365375,1037.72561187989
1,1158.86292289834,1042.41829375412
4,1573.96714054051,976.032859459486
2,1087.61154410322,1054.58198830899
1,995.398527290837,1053.94527669165
1,1008.11560241068,1042.13377095115
0,1023.26719975485,1076.73280024515
4,1326.59715882995,1062.61774679662
0,959.733609131131,1079.73928836778
0,1141.51453189533,1047.02737363093
2,1185.92928686599,1079.15859635035
1,1094.21786591864,1055.15409584772
1,991.157366867172,1060.42660860264
2,1016.31446147599,1082.1178482642
2,1185.16155231484,1056.61200058986
1,1131.42211342029,1064.72106792545
2,1209.94565522221,1045.37539433307
0,962.917448740544,1138.18321891835
0,910.453808209677,1116.55706872125
4,1161.72018014907,1094.78854590319
2,1248.54313477232,1059.41003580503
2,1088.73980410201,1062.19004418126
0,915.453523840447,1102.56525062657
0,971.751904844711,1057.85227347996
2,1042.05108273949,1048.11909098479
2,1055.95238341096,1032.14415472394
1,1110.89739866335,1086.89573030517
1,1073.08205828298,1117.07571090288
2,1206.39763574211,1029.82354951622
0,1261.57569197554,1036.07406005148
1,1160.661350403,1074.28161911919
0,910.734371106286,1072.42426297885
1,1076.57871161889,1082.71068556937
1,1058.4744068108,1038.22228296902
1,1057.53678922914,1039.55687991631
2,1035.3013231659,1029.92653467483
1,1056.13644936602,1045.58295072823
2,1089.19314177584,1056.03137829871
2,1125.52653947517,1078.9294179012
0,990.743096450656,1105.18658474928
0,925.694128845217,1065.93054087165
1,1137.2158010415,1062.00073196546
1,1090.9691168834,1119.10091791844
1,1010.68457878908,1108.95965966757
4,1194.3395311866,1072.39574895775
2,1037.81821834149,1054.54894211531
1,1041.53123219903,1057.4663881226
0,921.344951549889,1120.27938285656
5,1140.06713875803,998.044746671317
0,977.360125420791,1084.98338403928
1,1035.9278650037,1068.94628572832
2,1102.47435287322,1035.65229836864
0,934.011198132901,1087.69502198067
1,1027.7589846988,1067.17665830034
0,1023.94951323826,1055.55966434965
0,931.967818508107,1051.82353482678
0,1077.01957915027,1140.66488317577
3,1134.08272403563,1044.15038410291
0,898.011939542595,1131.80603262964
2,995.870968456917,1104.93886078004
0,1011.00663749247,1044.07154502835
2,1002.2330239539,1095.81838233202
1,1318.79275244812,1077.81870142215
1,1080.4361090796,1067.67819897517
3,1056.86337145005,1073.24738353118
3,1057.41242277426,1093.54187984424
2,1097.44051016248,1102.81434765772
1,1018.15568811749,1073.08338705498
4,1131.61989763012,1082.91012524892
2,1084.76923049663,1072.01214565987
1,1103.72167177057,1096.27832822943
0,944.526775811794,1086.19642326511
0,902.56108357379,1073.25525203909
1,1033.17818210334,1074.50935227793
0,987.894398092894,1099.63143369776
1,1059.08159975433,1035.86295749055
0,1066.57945001874,1093.20527161248
3,1211.40953690588,1035.82440867121
0,960.409763488892,1096.87628404528
1,979.890939299794,1124.98903015812
3,1096.42897535998,1110.50225298232
0,963.858914471694,1095.98176869199
0,1041.23489556853,1086.39428817511
1,1183.39491951788,1059.90545486698
1,1054.84282891297,1099.72195060416
1,1118.4819831504,1086.66294568705
1,977.889349681096,1071.1849538316
1,1187.58919589059,1066.63888087517
1,1071.44421030911,1088.47099035125
1,1075.35422014511,1075.6851769835
1,1034.0836348931,1070.55919648462
1,998.629184836809,1053.63541412605
1,979.606079552994,1076.13267099784
2,1270.74463352642,1033.56317851989
1,981.750153271805,1062.72518779073
1,1045.32426598379,1056.87958960862
2,1042.14396882693,1064.99775245944
3,1337.221128233,1011.73320631406
0,987.03126805998,1049.5921444241
1,1009.24879024332,1043.1595151221
1,1038.32710669346,1092.69099299785
1,1031.12181382871,1066.24882509376
0,1074.7319022273,1093.69693546118
1,1032.21888547807,1073.09189593503
1,1166.13593898634,1075.41968382717
2,1062.67376920029,1084.45720960495
1,1061.54455451886,1099.82721699845
1,991.168059597695,1058.97368979809
1,1090.49811452954,1056.61496639913
2,1193.9039447652,1001.42792455152
0,1090.31333130984,1080.23249733448
4,1408.6662162347,1040.23422151566
2,1067.79919410757,1066.5763046368
0,978.476620355319,1093.93845937199
0,947.14457406139,1044.09493579288
4,1111.49089561267,1062.07838197438
1,1235.59510865893,1064.67748204613
1,1030.74429950245,1065.73696993693
0,982.145425488106,1097.17796614766
2,1152.93003222861,1051.51429437141
1,1046.84208561171,1053.82765456374
1,1066.79146640108,1075.30640259341
4,1196.08310766329,1082.61657525622
1,975.083869309157,1070.80798100064
1,1142.46983167646,1061.30115960258
4,1478.33438141981,1031.05183096353
1,1087.86148630227,1061.11236792524
2,1057.78907671409,1089.77296055034
2,1052.37808589936,1094.67475894363
0,946.008068187095,1050.61670345353
0,945.366030437579,1122.76466412019
1,1047.31680984513,1094.92633072485
2,1073.62082444132,1070.11118917886
0,926.152873780889,1080.35608508221
2,1018.48373350614,1076.56816888046
2,1016.22137573615,1080.10477500945
0,922.182890773249,1130.28164883283
0,971.693907332476,1097.45778750066
1,1013.48813697913,1074.49383630099
2,1041.36233744397,1055.99640591283
1,994.018604489553,1088.80808702818
1,1097.69221760457,1092.80837634682
0,985.811950783773,1081.31979153391
1,986.525939109122,1079.23447250431
0,968.981786329536,1064.85798401502
0,1183.36721250258,1073.69393877561
1,1030.92575882414,1074.43583892865
1,1095.15891903015,1054.22703630999
2,1092.50573762036,1050.07974297167
0,1035.03787574594,1089.35960512397
1,1000.00941486717,1049.98902096401
1,1009.89257567882,1089.51741812698
3,1051.65097564238,1084.40185333582
0,931.900318849045,1084.13555541015
1,1133.56806855133,1063.92682836918
2,1024.76774328391,1070.74131546945
0,948.74400966691,1146.8439373735
1,1040.43513212048,1058.81649274809
2,1083.71363547434,1056.92471794249
2,1148.44508218327,1066.80009987543
1,983.488634252598,1106.69791517031
0,995.244948380925,1101.46955264776
0,919.421626341072,1096.26267247943
0,972.228152188682,1106.49826898368
0,1023.87764365846,1104.8381270941
0,873.702300648343,1124.0080741944
1,1042.30060348936,1064.59125118352
0,868.265012486424,1100.02012934935
0,975.15263164705,1086.27977392113
0,993.153931702558,1051.65680101205
1,1039.63110276953,1063.0582566911
0,924.437759389118,1074.55895702672
0,1015.96328770505,1096.57261941645
3,1130.8125153457,1075.64619925103
1,1053.18361585087,1047.15369402947
2,1063.74480237426,1012.42066798498
1,1030.6495843054,1068.67798219083
0,972.328059275611,1094.46945380144
1,1061.53671254876,1104.58477681173
1,1046.59383868801,1054.39990855108
1,1156.98780485779,1086.93552249435
1,991.931965536028,1059.22190195366
3,1066.03201343828,1008.21378158767
0,893.714218329858,1118.58147442061
0,988.917413327047,1081.63386279831
0,1018.82285718685,1110.51274738939
1,1012.10518310744,1084.19864154298
0,924.90906185704,1061.49035309297
2,1131.15933528715,1048.43300425208
0,944.772056127021,1105.79984090381
2,1125.82545043721,1068.7624001381
1,966.260586208039,1091.75866037378
2,1210.43103539327,1055.32906834995
5,1191.55339897904,1084.83306447343
0,932.721393926432,1101.35864833626
0,1047.82995674674,1074.25206865678
1,1194.59522618599,1055.48224049074
2,1060.0978018799,1086.02826843086
2,1038.57200967734,1063.52111007391
1,983.559188901224,1095.12362046057
1,1179.95090118639,1074.58444380106
0,949.629174783181,1108.04670961368
3,1030.47638066543,1110.94801959944
0,893.739066306188,1102.15000826583
1,960.045325590531,1101.92174255244
1,970.556640908344,1090.34876194132
4,1113.7584523565,1096.4669646326
3,1120.54576857089,1067.53425130037
1,1122.18486998534,1072.06148302433
0,1111.67548927267,1065.5414212126
1,1040.35655506961,1059.24393235502
0,988.388958400154,1107.63837042693
0,1032.24207921731,1089.36067626466
1,991.326098513107,1060.91489633238
0,1083.55738659213,1111.71618562487
0,960.297735177902,1049.01695899348
1,1017.1145754442,1077.60325381911
1,1260.64242128159,1077.57480941168
2,1258.26581903417,1047.70529228899
1,1006.7472904633,1079.71988320028
1,983.011894316393,1078.93290688336
1,1029.82709956573,1097.00796643887
0,1003.59140225294,1083.94555354969
1,999.307029225487,1050.8903363958
1,1071.25312629869,1080.18905526323
0,990.834103132642,1078.24995775606
1,1078.54939045539,1071.14147168858
0,988.075025336789,1077.84627439826
1,1036.88541167784,1065.72142285855
0,976.247804970076,1074.0922420305
4,1328.94924955035,1077.79825170791
1,940.092792593819,1102.78115424334
1,1143.89797519219,1055.9547290707
0,959.952673031533,1050.70808947697
1,1002.5123945264,1088.86934154393
0,962.672501902113,1112.56696622469
0,1012.86591198434,1119.17461702849
1,1073.01966675516,1084.98046088906
0,973.118345183823,1118.64194359022
1,1080.76748850675,1065.11876258526
0,1050.43063262684,1073.94995840046
1,1153.09538181533,1046.35140944694
3,1166.19810075978,1070.37082938131
2,1143.2075898935,1009.72401147846
0,1047.43414309427,1098.08689029312
0,958.587475984687,1127.45252184769
0,928.973901550778,1091.16312753694
1,1102.18449097512,1047.09806108494
0,912.859072125714,1099.80642245741
0,987.924371576531,1045.44544973033
4,1314.01879513003,959.803256076331
1,1041.48498391284,1056.52632837118
0,1084.61682636682,1106.47009154641
1,1025.03371242009,1073.74754603035
3,1155.58132493807,1002.45358498204
2,1036.57557629198,1063.42442370802
0,1039.82289687637,1142.26851878041
0,1030.12614885717,1088.96389053179
0,913.388517455259,1104.7892004759
2,1123.84264371882,1072.58034361945
1,993.603329401589,1056.7234463075
1,1049.25484784732,1050.85996838713
0,1001.97922554439,1063.45908979224
6,1149.7874387597,983.121622676469
0,860.9384531376,1119.59450103817
2,1058.00626810644,1025.01553303547
2,1103.62106548996,1033.23795191268
1,1003.76727295739,1093.82634945097
1,1105.74594908212,1083.56953565001
1,1078.29638040722,1065.04412301096
1,1018.49082893822,1072.64684567395
1,992.50770826455,1056.22267371507
0,943.612755977465,1107.75670371523
1,1045.60258772509,1054.31950885523
2,1027.06557799029,1064.91179213574
1,994.703696090753,1056.49363663721
1,1075.61233228507,1076.27687709619
1,1055.01737677442,1043.53319588899
1,1189.25153337117,1102.06017709175
1,1131.52668885602,1068.64689750166
0,985.107451016476,1136.63784299413
2,1134.91886981999,1057.81898649555
1,1087.38323493225,1060.16793201516
3,1277.55385372468,974.195276301447
2,1228.72063828105,1000.28714045707
1,1031.00479328631,1067.94125279642
2,1152.26163343193,1044.31201245492
0,932.880178697234,1084.94159953674
2,1138.91929553394,1069.0798755763
1,985.950481599816,1062.50001060236
6,1198.75720588879,1095.54249432289
2,1099.63260424797,1016.19278722006
1,1142.01458759236,1057.72017126263
0,1053.40495522048,1058.67106438972
0,1046.91689492573,1069.84314396666
1,1200,1050
0,1078.48702627046,1026.70226163443
1,1025.99366281458,1013.59309258308
0,971.760813212001,1059.96318340659
0,969.474339916441,1058.81453394973
2,1064.3075658,1027.08733481164
1,1223.10205788302,1021.94114671074
1,1035.1967048019,1060.66288393117
4,1178.8547335214,819.916765250098
1,1142.14163137001,1056.4674147917
1,1417.14316034836,1029.60820927297
1,995.2672694736,1054.34332755093
1,1019.75498770953,1025.76415385425
2,1079.42128266364,1024.36345786087
2,1181.62420880643,1010.83771877959
2,1054.56743684411,1038.50503614789
2,1099.02630598083,1076.28542049125
1,1035.7430368941,1104.34211453786
2,997.958714644201,1102.18624748021
1,1008.68265086755,1039.86433747761
2,1048.59882828678,1102.35266737654
2,943.685512203014,1164.71603458883
0,1029.20696944079,1109.88012304618
1,1041.96403917558,1094.57598507236
2,881.737819263588,1238.942530442
1,952.152381937072,1156.84882411132
0,982.768426875186,1071.33489023019
1,944.097986180594,1093.97270683796
0,944.670268089461,1089.70086113626
2,942.385796601475,1297.48853894677
3,1090.14179258559,1158.34179206758
1,1051.84927603438,1115.59735929891
1,904.878795235611,1197.4719309128
3,1100.73036956861,1106.42562110481
1,1000.18596750298,1144.45395290078
0,876.192527966995,1110.90666579778
0,879.970712409485,1138.64954487818
0,925.718972948938,1086.14068986562
2,1114.2120499663,1129.11364808823
0,1159.21181286638,1031.29885855177
5,1032.1772442669,1215.74200741155
0,875.912878617599,1184.23349450111
1,1055.58196423824,1110.01384443455
2,1071.29431321457,1141.52703670667
1,986.763729225465,1136.0009767249
1,896.459914361942,1227.98509134707
1,1038.75898113302,1119.08689497332
3,959.407114751522,1200.31789824075
1,942.590498509967,1085.99900099386
0,926.036809338923,1178.9714060529
1,1024.07115884567,1079.3826684571
0,1039.1186036124,1090.52404004261
2,902.527419419429,1197.47258058057
4,1010.32244745906,1190.68164375882
1,1105.99250388057,1041.58245322359
4,1371.35125617218,1083.80339771326
2,1129.83378355433,1116.20361724712
1,935.136561579795,1131.99755923073
0,1007.62027806494,1103.84420099532
3,892.333027166968,1251.75132683109
0,933.829773051229,1081.48236719305
0,961.077025116018,1094.775169431
0,935.036288335659,1226.36749679307
0,962.650823243163,1117.85968198195
0,1073.05977879591,1117.91196605513
0,978.669136852785,1081.58088920364
3,1250.61997312039,1115.87838848922
1,989.631202017572,1124.83976892737
2,1013.84551197293,1142.80745143726
1,979.794292516555,1198.74375314498
1,1063.90851773525,1090.74511178313
2,998.953693755075,1242.61244607144
0,1014.58231000236,1109.15181139527
0,980.017492845816,1149.9948494569
1,1042.43554347535,1094.90322378624
1,951.265817017261,1100.14177776575
0,1013.00457705997,1106.55193075427
2,1091.52089478124,1044.93715531432
3,1081.41668168191,1113.36149764309
0,919.408826155698,1090.52756961851
2,1098.54360454769,1058.46229029023
2,961.02311438576,1143.66914017861
1,1086.50473050242,1064.16068136638
2,1061.61407512233,1089.94701239517
2,917.332601911198,1161.48994998162
2,1053.4037870521,1095.56635972257
2,1013.17920060796,1086.06237007898
1,1052.16191053422,1097.83808946578
0,1115.22938850734,1101.09687644817
2,1064.138230183,1141.22551658402
3,943.093948615169,1217.3926350361
0,904.164211076095,1116.185841129
1,963.276855292901,1141.92118761638
2,1004.63424172424,1201.49876695637
0,921.892941471483,1068.00988565471
0,799.341736907239,1098.81793811478
0,900.403661936483,1078.06803302076
0,1002.07664682476,1135.20340643246
3,1113.93587851027,1079.39786801094
2,1095.89790656128,1104.87245258542
0,960.901256327526,1123.21439644995
1,972.509987745764,1084.66895943734
0,925.438936394227,1141.06324973223
0,926.680010669177,1136.37749930642
0,932.0835004656,1060.8701621899
0,871.369014151876,1150.87891509038
1,946.978915716227,1188.03697088714
4,1121.3960519884,1112.06341737187
1,1093.3534066497,1057.06904524671
2,1070.9842902165,1089.09171058202
1,953.990052657322,1090.88882862759
2,1112.36716480883,1143.38368486741
1,947.307759257559,1107.88807114323
0,866.224388053806,1093.86779069491
0,881.643572483248,1140.74431448361
3,1066.29725393127,1130.30362593835
2,971.380664664278,1128.26853873987
1,1011.10308665199,1087.59398329771
1,1018.29406780585,1135.57660898395
0,870.064211630793,1124.65921418636
2,1156.40230068663,1034.47300404742
3,1092.00041960028,1158.33782767798
1,1019.90129730621,1097.70612892413
2,969.316115352059,1134.62392864381
2,1175.43242294754,1121.6041351743
2,1102.55344455897,1098.2561307446
1,908.50569948964,1129.36023051349
1,970.641884098804,1144.68182109408
0,957.594500362648,1050.7440354107
0,1126.59569355651,1102.43282297873
