"FTAG","ELO_H","ELO_A"
2,1067.63682592985,1080.93763315414
0,907.368088905329,1092.63191109467
3,1135.61530917341,1096.21456120154
1,1148.63238848483,1090.59725307312
2,1150.77540269749,1099.36641964766
0,1022.52597227376,1094.28874788929
4,1129.79075944966,1089.70845974883
0,934.575598364464,1076.79039502247
1,1023.33827285021,1075.60429257842
0,923.610253965573,1153.61023264531
1,997.213200305694,1054.05991302683
0,1021.1983102992,1078.8016897008
6,1173.06247665218,1126.93752334782
2,1116.05710196654,1081.03096159653
1,1009.57550814408,1168.61437561742
1,1006.7032617065,1142.08913698706
2,969.60716540187,1130.39283459813
1,944.337572623523,1112.2085557121
1,1089.93477963793,1061.31232171464
1,1158.53247676275,1083.52931939867
3,1093.46066403023,992.09014084467
1,1017.31966989292,1076.22654443791
0,865.369390306557,1139.59171829205
0,876.656270545324,1144.36347275766
0,998.700823677569,1062.24062820701
0,910.640830665418,1079.95956862534
1,968.140046756336,1087.50232146583
1,1069.35509593063,1079.77504683926
1,1011.92327082472,1094.90113031083
1,1049.04672474325,1102.43091706061
2,998.530147230041,1101.50790528909
3,1112.19027449636,1081.85883136063
0,950.963101861157,1114.70636712588
2,960.70080902851,1132.22012226506
1,1057.85516369161,1091.24602358
2,1091.80533532456,1112.06858256971
0,922.850359442747,1085.9644551371
0,848.976243132285,1151.98765734238
0,1046.38794130647,1108.81810410794
0,961.393954297238,1106.54267701176
2,1199.89762612276,1058.66717275312
0,951.676492374982,1133.48867183786
0,977.229539234745,1137.548419319
0,1017.29744056003,1136.78133152731
1,1045.84149873506,1054.65514740038
0,986.801904986275,1074.03011878721
1,1028.21129239811,1084.81160940487
1,1055.06765187412,1095.60079360399
0,1051.79728014104,1119.04801888989
3,1156.47792382951,1021.38511715569
0,1050.48416566163,1122.51218430855
1,1085.99318189927,1065.60709082002
2,1046.05885479248,1104.37836146668
2,1100.80287567538,1099.30748675254
2,1141.93904147029,1053.44433108624
5,1314.8178748159,1051.48111413229
2,1060.74612808587,1089.25387191413
1,1106.95565043861,1088.55962009228
1,955.023648194992,1097.54966485831
2,1038.99094321215,1111.00905678785
4,1304.40686130183,1003.29675663382
0,916.728746701887,1095.38184067244
2,1009.97687557767,1084.5916579906
1,928.552148214443,1103.54882953059
1,1028.77027758011,1076.22688619338
2,1055.00435192654,1039.81831018548
0,911.545611371257,1112.42138456412
2,1303.82914021954,1096.59624514994
0,981.147338744998,1133.80219629478
2,1165.29471409079,1081.85901888255
1,1045.38215839,1091.36412848054
4,1261.12209242097,1106.68521975895
1,1068.61716717047,1100.09385400242
0,935.007507119457,1133.91409715784
1,1024.59924537323,1078.24733357217
1,1012.51911947716,1090.5044427021
1,1129.54611466454,1074.60298579761
0,1019.73459432505,1083.75524371133
3,1022.84349600296,1126.16036838703
1,990.47289227557,1062.49153697474
1,1092.07063610903,1115.01155989385
1,991.85862137075,1059.12876575485
0,939.073086310682,1071.71651234258
1,1090.96285462216,1061.54994776719
1,1064.0497991707,1087.47715049211
1,1024.93600259482,1075.77324845402
1,1014.81083267637,1113.24467861864
1,1140.13424066679,1121.3948532672
0,979.421114897304,1134.2843526399
1,925.718348265435,1177.57432779545
1,1071.87564561456,1080.48322892931
0,999.018619912193,1113.23699059012
0,1015.93378635177,1093.97752366437
0,1009.30476189942,1080.42787833662
1,988.567418828309,1103.2227894925
0,947.834358233512,1052.80691342605
1,995.843167715543,1054.31231599498
1,1001.62163586452,1103.39794544293
3,1152.16738782913,1074.68037872041
2,1154.01727375261,1037.80710452067
1,985.296578315553,1068.08818868003
1,1019.56945181834,1081.78782149704
1,1026.67472980487,1076.94793341943
3,1072.83785106413,1098.4993298009
1,944.759061138122,1098.98125329691
2,1112.00268035222,1082.19087856538
0,929.303696840488,1128.49250912519
3,1145.24655671072,1048.56673691248
0,961.324545820829,1164.62832591189
1,981.49614837426,1070.211994997
0,1060.78781208558,1096.7486751797
0,852.347655812671,1179.6356620615
2,1116.70791890645,1083.48747134721
0,1059.99091139611,1099.36007658688
0,909.92458215568,1139.21479400441
0,973.60237119929,1090.76515071121
1,1117.85137163225,1031.35495899613
2,1178.15167688727,1011.27136257581
1,1021.50257001708,1020.32597966077
0,912.795310640713,1091.97639054066
1,1028.61083385659,1014.44733336599
2,1065.09869358308,1028.01754077823
1,1123.23912265065,1072.80362265811
0,1031.21862544412,1019.49861440425
2,1133.6221323747,1006.69779795746
2,1067.16051110167,1020.43229892482
3,1382.9611259282,1008.1539368965
1,1020.07397352971,1035.24892864382
3,1409.08591043901,997.038305959039
0,1100.56359020082,1049.00650753835
3,1233.83963235091,1007.58178265214
0,968.908078300909,1071.48215341838
1,1124.54379436674,1009.16858488162
0,1117.00284048862,1100.96011625831
0,859.753501663916,1105.81893917871
1,1177.50960001086,1018.99979533546
1,1065.13570421194,1030.16970867162
1,1108.52133653718,1040.61421654102
3,1042.94993650833,1103.18945489628
1,1110.69758110315,1037.90849790703
0,963.830574603141,1065.98428405119
0,998.60213729761,1069.98407726101
2,1153.50698085599,1036.57666747958
0,1123.51451154475,1029.44175933287
1,985.318235502644,1124.27560506411
0,946.058873238082,1119.18287491394
0,1007.45143397129,1042.54856602871
0,985.267581603475,1057.04206151466
0,1038.8894423414,1070.16756697489
0,956.946371546567,1061.64498410622
0,951.234663216758,1091.9569340674
2,1192.15490380704,1045.57098570606
0,962.398626760436,1092.02367739063
0,838.690845938375,1107.20884078947
2,1058.56712493173,1041.43287506827
1,1038.50713077526,1064.07152843086
3,1102.24202992977,1088.61449407959
3,1299.27483503037,1002.95073391207
0,1031.10618891921,1076.51839180067
4,1199.9758545723,1089.16949085435
3,1072.3655147152,1067.59646482415
0,1025.04177711441,1044.18891773562
3,1113.79391422625,1043.91673575732
2,1029.49208983205,1060.61847850051
0,942.100204844698,1120.35965077818
1,1091.68506101439,1057.35630430482
0,1067.68818121655,1042.64730842753
2,1039.76391890712,1114.96872100512
1,1087.87917979948,1091.30631161385
0,946.58728170025,1063.61024086773
2,1020.85300796759,1126.24253848449
0,909.515817021,1114.57828998923
0,830.382890752111,1150.87255441485
0,1081.46400052193,1057.9678955541
2,1245.52079483915,1104.30058153612
1,1070.3521139481,1083.80289928699
1,1025.69825716504,1070.59234356316
1,937.598949837164,1108.18173022261
3,1033.81339031021,1103.05772076625
1,984.06260174108,1079.81706146421
1,1033.63421707425,1073.90535306196
0,993.921299163511,1069.17802190666
1,1069.85548612883,1130.14451387117
1,1004.33932930577,1045.07235955467
1,942.010817308088,1095.24641157428
2,1057.64347339849,1094.67092948232
2,1071.69527815654,1025.03643353516
0,925.050889774663,1143.86035330434
1,985.493230742302,1129.30827151154
1,1031.92565281848,1065.3748941783
2,1139.74442574204,1069.55963999746
1,1097.44733203656,1052.55266796344
2,1246.52285047758,1051.41148347781
1,966.954695943569,1092.62143212883
1,1040.11280365769,1063.8218198237
1,1118.39555949649,1086.04028299861
0,874.972916349959,1157.81910646207
1,1100.82007751717,1049.31065124419
2,1089.66550128089,1041.98566018181
0,922.18972005484,1068.13995704251
1,1021.30985558764,1086.66140102837
1,958.851221732116,1088.10477191434
1,985.358776336455,1064.06703623151
0,866.94315873921,1129.18778031813
0,1034.3875454508,1063.94682178766
0,863.313661132255,1130.65502975184
1,1139.74401584297,1062.09208395959
1,1033.47423467647,1074.44094828301
0,1009.47417554663,1113.70698453893
0,950.938494787078,1099.06150521292
1,1131.42844417494,1072.6463344666
0,1011.33969950477,1032.30674727932
1,1043.80665610895,1056.19334389105
0,1050.56601958931,1075.48502320469
4,1230.65481751908,1096.61869907081
0,1000.19783917396,1103.3625749332
0,957.199273945568,1076.45851442368
1,959.971928170267,1096.07387866093
1,1088.08165890779,1061.37526270175
0,975.69520625086,1033.89215522562
0,920.166080412041,1090.95969510808
1,966.530228046079,1078.8456510828
4,1294.70521897174,1011.78453256028
0,855.949113977799,1105.67857453139
1,1015.9297724625,1095.22992661901
1,1182.57816425783,1068.78908259237
1,1030.68860379404,1074.21139900299
0,927.182919982212,1116.64065955073
2,1177.54962816811,1071.8480536372
3,1379.15019665027,1038.72088990755
1,1124.26028712733,1072.36821338054
2,1185.96613358788,1062.83534058951
1,991.182751776691,1061.49867085438
1,1131.24269713244,1072.96348234552
0,977.918316344265,1135.08021827157
1,1122.20905975185,1072.09110391964
1,1030.88803140238,1070.7480739135
1,1066.7079463015,1081.63848256259
0,1020.82286147755,1104.55866814154
0,988.114948125119,1140.80767413189
0,1008.28817852118,1053.49511798121
2,1089.07831689609,1058.04456450151
2,1100.43451953371,1061.34693932913
1,1096.17916031596,1053.73853807212
1,984.157865702685,1071.45266562638
1,1000.67356792936,1049.30291807449
1,1040.82202494376,1061.79877337773
0,1043.57142024572,1062.53470617628
3,1141.47377781738,1062.30668265028
0,947.901593392259,1104.71399400031
0,1009.18470937954,1076.91077279779
2,1151.03832983582,1056.23771956346
0,1020.83706136174,1077.40578878059
1,1144.21391651638,1056.05502514014
3,1083.41532795897,1023.41087646707
1,1092.54618333918,1057.83856436286
2,1124.33865266053,1074.50899859029
1,1057.37713233343,1092.62286766657
0,981.437938363394,1136.76290074393
1,1042.60485251612,1056.49631767703
1,1036.8128320701,1062.24511778964
1,993.391330426132,1056.60866957387
1,1081.19860334353,1077.4690771934
1,1028.45290311853,1071.54709688147
3,1086.32283403372,1037.72886827787
0,993.825409611847,1085.15467908752
1,1043.30551521969,1057.32541180708
0,979.127792225294,1095.91176449167
1,1050.21811424309,1049.7727833091
0,971.948331353118,1121.70316008448
2,1156.91500261417,1019.65466516678
1,1019.92970325925,1095.86722081889
0,996.089554653953,1051.68585214322
0,939.102839133433,1050.33650967527
3,1205.64921994476,1037.18442121915
1,1049.37963343128,1050.67680909134
3,1274.66694526624,1051.26747923232
0,878.02085743419,1095.30259823453
1,1021.20935027819,1074.9371546125
1,1146.53010463101,1053.69702894589
1,1145.48952232854,1054.14589954683
2,1066.28230079357,1077.36522332526
2,1142.74926353374,1057.89560283869
2,1072.44434637006,1070.07603444862
1,1036.84672278692,1069.16662965286
0,1003.9655225779,1050.20090230338
2,1136.50001044974,1065.51186496173
0,949.031362010372,1104.96198856325
0,843.276387285356,1153.83071743562
1,989.454287458176,1061.24643732527
0,1021.47200122961,1079.65712620784
0,1011.93275726835,1075.19079573229
1,1093.73781452402,1055.89775245816
1,1033.76014470939,1062.03985319036
1,1085.78494541516,1063.24012863169
2,1191.82524879691,1067.07472561781
0,1037.55788525353,1068.94018059558
0,989.496842097115,1057.86730202943
2,1147.85272191922,1053.09776475788
0,999.799792044663,1098.69345573174
1,1079.31889912186,1067.13206080528
0,940.622648984726,1102.55172135196
0,957.418532706737,1085.85744591942
0,932.373612992095,1087.86811069993
1,1161.75864338366,1081.05560635004
1,1054.78174306888,1045.75545880226
1,1046.34827095997,1104.45818661906
2,1158.21555685528,1045.61041731276
0,952.113475849377,1066.85267439304
3,1121.27534550334,1047.05244617734
2,1127.29084763061,1061.14391093973
4,1128.66522000243,1050.08712154745
3,1320.44857818384,1027.80593181426
1,999.459802985802,1050.56401081314
1,1032.99885750908,1065.93956160772
1,1030.15446763176,1071.42661496207
1,1091.85836328773,1058.14163671227
0,867.517578387356,1128.71500033481
1,1082.95347597764,1064.11610146621
0,995.253731673932,1095.90141697464
1,980.103558316466,1068.62900711423
1,1076.59633222409,1100.76371306025
0,1002.89935008172,1050.25770371079
2,1222.80498025842,1075.46592325042
0,904.380936587868,1130.01623825797
2,1094.44607724123,1041.0304042012
2,1196.40569980902,1062.70635469884
5,1331.34306145029,1029.59865181739
1,1004.71379546692,1043.57582633624
2,1141.02304555791,1064.22580428482
1,1165.1254125029,1085.75174271171
1,987.724269769003,1062.07385712873
1,981.85904900119,1074.96646346765
1,1088.79605059747,1065.34826557639
1,1038.44527241753,1096.21500853338
2,1245.86959163213,1040.79760616693
1,1028.47963282228,1066.45476308412
0,950.913661180228,1145.65275418369
2,1090.02558598667,1060.45921711511
2,1046.64097232427,1056.64836998316
3,1122.58087927584,1042.54427646236
0,1078.12984399328,1071.87015600672
3,1075.48267902642,1052.412445764
1,992.791564891221,1059.08934304138
3,1115.94610144093,1069.23860829518
0,993.564585620377,1056.43541437962
1,1085.40874640765,1064.37602061507
1,1104.3547120391,1045.17951751191
0,944.350044988935,1107.48799895892
1,1063.91799412185,1038.39621563794
1,1156.95129244047,1093.04870755953
1,1034.38059132513,1071.66596956436
1,1007.07874272275,1084.20905617704
1,1041.50688163377,1057.4196055418
0,1079.15557691439,1077.63337728415
1,1035.75983322875,1067.30283155295
0,1052.45692407492,1095.43614096368
2,1094.15326655845,1063.73195135205
1,1092.01457908875,1057.7232409691
3,1099.19944732561,1050.80055267439
5,1213.26815352846,1086.73184647154
3,1146.59017813715,1013.72949956217
1,1077.1334542331,1078.67009909905
2,1084.00484192208,1049.54235942964
1,1022.10361364191,1076.91302457322
0,954.257637020133,1093.03586552533
0,973.482305501917,1079.96366081582
1,1042.65779472307,1057.11038640541
1,1056.92701351991,1088.13119431629
0,974.67006293531,1074.21103734427
0,1029.25406440525,1098.69494295855
0,965.407937508385,1096.6919882974
2,1063.96317419077,1035.11847148527
1,1026.12895415014,1111.07866221313
0,990.427704949752,1057.59925323257
0,978.725490514966,1104.7624167573
1,1005.38094070944,1044.36036669018
0,1049.11224889226,1048.38255113654
2,1030.61176391166,1070.59288609438
0,843.002926239693,1149.21837285846
2,1155.47675305253,1043.2707041505
3,1214.45191116169,1029.52532730006
2,1042.40212168655,1030.80052626293
0,955.508026761359,1100.92468955904
3,1188.73413254341,1062.23628237628
2,1020.95724434887,1069.25333408675
0,977.946909554483,1088.91980546301
0,1072.40966761934,1144.9968378156
0,1012.69800929689,1112.83051180617
1,1020.52160004813,1078.07808108788
1,1227.80226821671,1069.32777132315
2,1153.10706375492,1048.01021680873
0,1001.12063967562,1128.04666196392
1,1056.93430224479,1082.49735199246
1,1088.20041335572,1103.46640915618
0,991.047392670979,1072.87150659932
1,1043.61160528513,1056.7688617889
0,1024.77783867964,1090.45036244028
6,1379.21585567637,974.377575839198
0,1108.01935886965,1073.27896950914
0,1037.34902411971,1107.70040608506
1,1031.14225221822,1068.33341412271
2,1066.58292785629,1073.66958849181
1,1079.49204104617,1070.7437271532
1,1078.87969004447,1070.44101558727
4,1155.93548925969,1033.27712059288
0,1014.08179505461,1103.80752700231
0,942.509769849105,1101.75128194987
0,901.069689983986,1115.09125606929
2,1155.13154665103,1043.49610234753
0,965.082426227038,1120.53153484989
0,921.05758359807,1087.82155224204
6,1411.52045524841,1031.99430557749
2,1082.43440107266,1048.1842337862
2,1148.15236009416,1040.40133222754
2,1133.24129657408,1074.41773598559
2,1047.11231139519,1052.88768860481
1,1091.87702863359,1058.51944967193
0,949.089161420268,1117.15430348309
2,1041.09059485653,1056.40036356541
2,1092.6100372086,1059.43398094154
1,1081.14675758525,1071.59120627512
1,1118.38621759168,1074.41532694627
2,1023.29203483367,1078.64552842614
2,1181.76212163193,1069.04596472583
2,1095.79832030781,1024.49980406915
2,1198.71885090087,1044.18909489574
0,900.822535823506,1095.17471998378
1,1162.71089466014,1079.84758562843
1,1054.50970181063,1089.64096613108
0,1012.43268346937,1150.09127624178
1,983.90684569389,1110.27229231053
3,1177.14858597801,1029.26093377696
0,999.483359318052,1062.76968460347
0,1015.8066202997,1086.85279232557
0,1093.87168949735,1062.20162994226
2,1116.68970276922,1081.17985541462
1,1079.61109258737,1072.09802837936
1,1010.91702238927,1080.42153264641
1,1060.36982337547,1089.31940605163
3,1197.1294777077,1051.9642108155
1,986.820411754563,1072.72654055585
6,1143.25364245715,1081.85633320878
1,955.819211867682,1097.04615156878
2,1024.90991089227,1074.82897718282
0,985.237280176806,1067.73548845998
1,1036.53559323793,1062.84591127388
0,1062.42775848766,1042.76610725309
2,1140.35841049382,1024.87692901235
1,1178.82301767475,1065.98760566466
1,1276.96113056452,1023.38693940981
0,962.299055484759,1078.38560440441
0,940.769538303913,1058.60626578865
0,1030.56297839311,1023.74653855685
3,1321.87044161407,984.381539647598
1,1276.65399982106,1068.8168924195
2,1184.07665441052,1008.86042800692
1,1119.28151485372,1028.45679139899
1,1018.82297400923,1029.21082427306
1,1116.2451239028,1037.20399517573
2,1119.19852479226,1030.80147520774
1,1171.05432682315,1028.7549917368
1,1026.65027004046,1021.53344109116
4,1119.66420280983,994.317280899725
4,1221.28808466974,964.628855084143
2,1159.36233072389,1002.22980466913
1,1086.31408732566,1068.90457292391
1,1065.874148812,1074.70858798439
2,1065.2921218635,1090.82661480882
3,1061.837276079,1135.78440454968
0,946.44066405757,1040.63424230947
0,905.026621038057,1272.42575921469
2,1041.46382030124,1175.51163500622
0,1027.73162000176,1058.61035975779
1,1042.98573492473,1062.18902416877
0,707.065457726979,1222.3997725453
4,1052.34121204608,1197.65878795392
1,952.367762342664,1084.76561351958
2,209.77093389872,1813.53370528881
2,946.625284158038,1320.37885317655
0,978.495582739206,1269.60493623739
0,755.827693457417,1179.26052582925
0,910.854458215918,1152.50498007045
1,1024.59008008291,1188.31910810718
2,1035.97173755027,1111.96736297877
0,1101.02166079888,1040.4668920439
0,994.42875741916,1063.42569923905
2,1033.75532736035,1114.43579651676
0,1053.63953338636,1147.34656951133
0,930.071118916784,1301.81862242601
1,1065.51043222282,1030.24414180591
2,985.75344522506,1186.88430929351
0,914.497202899426,1073.44370814521
1,1004.26915284369,1116.2010521251
0,754.427650063703,1187.70765774675
1,946.04194586781,1115.76935794923
2,1339.41653779743,1067.73336960271
1,874.494860822515,1226.25256183123
0,920.128847012707,1124.32564804183
0,935.594779803867,1054.07428031767
0,907.477979177435,1097.87175912397
2,1065.45270400005,1080.5039091242
1,757.57337729004,1302.52261152081
3,1037.53193332205,1200.21005673458
0,945.842592464944,1066.89056158412
1,998.985678892342,1051.32556360309
0,831.579824903737,1160.37346226751
1,1105.70038483069,1089.87600327507
3,1175.63574304587,1078.25542981652
0,1089.15232350904,1060.84767649096
0,1034.73377725915,1053.26188831873
3,1225.8279253395,1091.39048794753
1,968.623512625344,1128.70932942738
0,909.497694105457,1103.67754637198
1,943.503565295784,1110.786692971
4,1070.46400858805,1170.42808447981
0,1028.87880306343,1086.67410597638
0,1025.4422387703,1112.14775485358
1,1046.90931642309,1052.7985600263
2,1033.63587290276,1072.64045231623
1,961.668294731926,1093.87976560631
2,930.610017896374,1200.10255212162
0,912.832446956432,1243.64962472672
2,1074.30500788414,1080.54371614922
1,1022.21500131304,1104.66501466798
2,1050.34648743753,1041.13386548765
0,948.810420789617,1064.24362188754
1,981.400494893579,1207.96705455455
1,1246.43768611468,1113.30795492845
1,1020.74901044728,1093.40664968988
0,1071.53576952441,1131.5926976663
2,1053.19747703756,1097.15979100261
3,1097.18846851389,1080.13623160077
1,1077.60906006091,1077.0822629504
3,1029.01746813376,1123.35809573198
0,1023.84848381121,1088.36897929666
2,1016.7390871875,1068.72738140798
1,972.681712910421,1131.7966852979
1,999.99193054096,1114.48971427226
0,885.198299080472,1130.8834254588
0,1065.11478216352,1089.99276978386
1,991.484802040957,1057.6883694708
1,1070.84244372343,1083.80988021919
0,1007.40964837015,1083.03080003041
0,1015.67619948967,1040.31768019966
0,965.066739310108,1100.45469937264
0,1049.29249031228,1065.34187711164
1,855.688681314132,1177.17415572407
2,1028.47862275392,1070.53163063659
1,970.004929774852,1188.63558764185
0,798.329024838522,1130.86924893744
0,929.64211905547,1092.64806654035
1,1133.76383123174,1064.73434800994
1,976.733941342603,1070.92351292102
4,1116.5525721304,1075.31351512781
1,1055.22044481797,1088.55189468211
1,997.007416464678,1130.76333157485
1,975.165302115468,1124.83469788453
0,1063.78909450459,1099.15100419501
0,930.783227016567,1075.62443351373
1,1011.75099939758,1087.46935864965
2,1302.3150032177,1038.24344405609
0,896.06128763939,1116.25102833603
2,1173.31587507567,1077.48977621957
2,1084.56161073702,1076.61615253072
2,1032.15580868767,1067.84419131233
2,1083.1162172256,1070.07159948356
1,1066.18715493498,1107.92005927269
0,906.634188960169,1103.05766954112
0,1134.77404267709,1063.56450249124
2,1099.51931101581,1046.63222359263
0,849.30861363792,1132.89249914269
2,1212.71634679607,1010.51090101209
2,1132.71276708911,1130.02715842035
2,1042.54020279108,1055.70956897509
1,1034.72163682058,1067.00559987382
0,863.400620733158,1131.00546254999
2,1181.38910863929,1065.80754991705
1,953.294663465451,1091.79295361092
0,1069.06688510894,1075.31749757567
2,1056.02190350767,1093.30077090176
1,1004.81076247619,1093.99098994518
0,1009.62768739694,1085.4478091196
1,1047.71206774255,1108.37958572952
2,1127.00726405364,1070.84563251998
2,1184.67058371127,1114.81242924051
0,1035.52054903261,1059.69300364001
0,928.354502917762,1111.72894806099
1,979.534682204364,1124.67166162788
1,1072.867232497,1119.40219420864
2,1190.35903808925,1072.13085279387
0,1016.90238926367,1097.37378801675
0,1092.88501795987,1068.0474062382
2,1148.41626767312,1042.08542283521
0,1005.72161413166,1109.91938320669
0,998.128599723877,1055.52144160162
2,1128.2768569457,1071.7231430543
1,987.684391439116,1063.27977579135
1,952.336568902279,1093.22582638318
1,968.170944985377,1089.91353402923
